"","site","position","volumetric_water_content_cm3_cm3","date2","depth_cm","moisture"
"443","acidic tundra","dry",0.4563,2021-07-14,15,34.74662
"444","acidic tundra","dry",0.2106,2021-07-14,5,24.97189
"445","acidic tundra","dry",0.2106,2021-07-14,5,26.26934
"446","acidic tundra","dry",0.2106,2021-07-14,5,26.07424
"447","acidic tundra","dry",0.2106,2021-07-14,5,25.95121
"448","acidic tundra","dry",0.2106,2021-07-14,5,25.89158
"449","acidic tundra","dry",0.2106,2021-07-14,5,25.79039
"450","acidic tundra","dry",0.2106,2021-07-14,5,25.46222
"451","acidic tundra","dry",0.2106,2021-07-14,5,25.28074
"452","acidic tundra","dry",0.2106,2021-07-14,5,25.07286
"453","acidic tundra","dry",0.2106,2021-07-14,5,24.87147
"454","acidic tundra","dry",0.2106,2021-07-14,5,25.00654
"455","acidic tundra","dry",0.2106,2021-07-14,5,25.06185
"456","acidic tundra","dry",0.2106,2021-07-14,5,25.19719
"457","acidic tundra","dry",0.2106,2021-07-14,5,25.3077
"458","acidic tundra","dry",0.552,2021-07-14,15,34.70812
"459","acidic tundra","dry",0.552,2021-07-14,15,34.74858
"460","acidic tundra","dry",0.552,2021-07-14,15,34.771
"461","acidic tundra","dry",0.552,2021-07-14,15,34.78279
"462","acidic tundra","dry",0.552,2021-07-14,15,34.82174
"463","acidic tundra","dry",0.552,2021-07-14,15,34.83551
"464","acidic tundra","dry",0.552,2021-07-14,15,34.83198
"465","acidic tundra","dry",0.552,2021-07-14,15,34.83434
"466","acidic tundra","dry",0.552,2021-07-14,15,34.77729
"467","acidic tundra","dry",0.552,2021-07-14,15,34.75526
"468","acidic tundra","dry",0.552,2021-07-14,15,34.73602
"469","acidic tundra","dry",0.552,2021-07-14,15,34.73877
"470","acidic tundra","dry",0.552,2021-07-14,15,34.73288
"471","acidic tundra","dry",0.552,2021-07-14,15,34.74662
"472","acidic tundra","dry",0.2728,2021-07-14,5,24.97189
"473","acidic tundra","dry",0.2728,2021-07-14,5,26.26934
"474","acidic tundra","dry",0.2728,2021-07-14,5,26.07424
"475","acidic tundra","dry",0.2728,2021-07-14,5,25.95121
"476","acidic tundra","dry",0.2728,2021-07-14,5,25.89158
"477","acidic tundra","dry",0.2728,2021-07-14,5,25.79039
"478","acidic tundra","dry",0.2728,2021-07-14,5,25.46222
"479","acidic tundra","dry",0.2728,2021-07-14,5,25.28074
"480","acidic tundra","dry",0.2728,2021-07-14,5,25.07286
"481","acidic tundra","dry",0.2728,2021-07-14,5,24.87147
"482","acidic tundra","dry",0.2728,2021-07-14,5,25.00654
"483","acidic tundra","dry",0.2728,2021-07-14,5,25.06185
"484","acidic tundra","dry",0.2728,2021-07-14,5,25.19719
"485","acidic tundra","dry",0.2728,2021-07-14,5,25.3077
"486","acidic tundra","dry",0.5751,2021-07-14,15,34.70812
"487","acidic tundra","dry",0.5751,2021-07-14,15,34.74858
"488","acidic tundra","dry",0.5751,2021-07-14,15,34.771
"489","acidic tundra","dry",0.5751,2021-07-14,15,34.78279
"490","acidic tundra","dry",0.5751,2021-07-14,15,34.82174
"491","acidic tundra","dry",0.5751,2021-07-14,15,34.83551
"492","acidic tundra","dry",0.5751,2021-07-14,15,34.83198
"493","acidic tundra","dry",0.5751,2021-07-14,15,34.83434
"494","acidic tundra","dry",0.5751,2021-07-14,15,34.77729
"495","acidic tundra","dry",0.5751,2021-07-14,15,34.75526
"496","acidic tundra","dry",0.5751,2021-07-14,15,34.73602
"497","acidic tundra","dry",0.5751,2021-07-14,15,34.73877
"498","acidic tundra","dry",0.5751,2021-07-14,15,34.73288
"499","acidic tundra","dry",0.5751,2021-07-14,15,34.74662
"500","acidic tundra","mesic",0.2282,2021-07-14,5,21.88028
"501","acidic tundra","mesic",0.2282,2021-07-14,5,22.82746
"502","acidic tundra","mesic",0.2282,2021-07-14,5,22.53285
"503","acidic tundra","mesic",0.2282,2021-07-14,5,22.38194
"504","acidic tundra","mesic",0.2282,2021-07-14,5,22.26569
"505","acidic tundra","mesic",0.2282,2021-07-14,5,22.14063
"506","acidic tundra","mesic",0.2282,2021-07-14,5,22.00317
"507","acidic tundra","mesic",0.2282,2021-07-14,5,22.04527
"508","acidic tundra","mesic",0.2282,2021-07-14,5,21.80462
"509","acidic tundra","mesic",0.2282,2021-07-14,5,21.55469
"510","acidic tundra","mesic",0.2282,2021-07-14,5,21.58452
"511","acidic tundra","mesic",0.2282,2021-07-14,5,21.61075
"512","acidic tundra","mesic",0.2282,2021-07-14,5,21.59115
"513","acidic tundra","mesic",0.2282,2021-07-14,5,21.67506
"514","acidic tundra","mesic",0.3256,2021-07-14,15,37.34781
"515","acidic tundra","mesic",0.3256,2021-07-14,15,37.3807
"516","acidic tundra","mesic",0.3256,2021-07-14,15,37.37438
"517","acidic tundra","mesic",0.3256,2021-07-14,15,37.36214
"518","acidic tundra","mesic",0.3256,2021-07-14,15,37.35456
"519","acidic tundra","mesic",0.3256,2021-07-14,15,37.34781
"520","acidic tundra","mesic",0.3256,2021-07-14,15,37.34822
"521","acidic tundra","mesic",0.3256,2021-07-14,15,37.31157
"522","acidic tundra","mesic",0.3256,2021-07-14,15,37.27154
"523","acidic tundra","mesic",0.3256,2021-07-14,15,37.16427
"524","acidic tundra","mesic",0.3256,2021-07-14,15,37.17435
"525","acidic tundra","mesic",0.3256,2021-07-14,15,37.14451
"526","acidic tundra","mesic",0.3256,2021-07-14,15,37.15417
"527","acidic tundra","mesic",0.5251,2021-07-14,15,37.34781
"528","acidic tundra","mesic",0.5251,2021-07-14,15,37.3807
"529","acidic tundra","mesic",0.5251,2021-07-14,15,37.37438
"530","acidic tundra","mesic",0.5251,2021-07-14,15,37.36214
"531","acidic tundra","mesic",0.5251,2021-07-14,15,37.35456
"532","acidic tundra","mesic",0.5251,2021-07-14,15,37.34781
"533","acidic tundra","mesic",0.5251,2021-07-14,15,37.34822
"534","acidic tundra","mesic",0.5251,2021-07-14,15,37.31157
"535","acidic tundra","mesic",0.5251,2021-07-14,15,37.27154
"536","acidic tundra","mesic",0.5251,2021-07-14,15,37.16427
"537","acidic tundra","mesic",0.5251,2021-07-14,15,37.17435
"538","acidic tundra","mesic",0.5251,2021-07-14,15,37.14451
"539","acidic tundra","mesic",0.5251,2021-07-14,15,37.15417
"540","acidic tundra","mesic",0.2356,2021-07-14,5,21.88028
"541","acidic tundra","mesic",0.2356,2021-07-14,5,22.82746
"542","acidic tundra","mesic",0.2356,2021-07-14,5,22.53285
"543","acidic tundra","mesic",0.2356,2021-07-14,5,22.38194
"544","acidic tundra","mesic",0.2356,2021-07-14,5,22.26569
"545","acidic tundra","mesic",0.2356,2021-07-14,5,22.14063
"546","acidic tundra","mesic",0.2356,2021-07-14,5,22.00317
"547","acidic tundra","mesic",0.2356,2021-07-14,5,22.04527
"548","acidic tundra","mesic",0.2356,2021-07-14,5,21.80462
"549","acidic tundra","mesic",0.2356,2021-07-14,5,21.55469
"550","acidic tundra","mesic",0.2356,2021-07-14,5,21.58452
"551","acidic tundra","mesic",0.2356,2021-07-14,5,21.61075
"552","acidic tundra","mesic",0.2356,2021-07-14,5,21.59115
"553","acidic tundra","mesic",0.2356,2021-07-14,5,21.67506
"554","acidic tundra","mesic",0.391,2021-07-14,15,37.34781
"555","acidic tundra","mesic",0.391,2021-07-14,15,37.3807
"556","acidic tundra","mesic",0.391,2021-07-14,15,37.37438
"557","acidic tundra","mesic",0.391,2021-07-14,15,37.36214
"558","acidic tundra","mesic",0.391,2021-07-14,15,37.35456
"559","acidic tundra","mesic",0.391,2021-07-14,15,37.34781
"560","acidic tundra","mesic",0.391,2021-07-14,15,37.34822
"561","acidic tundra","mesic",0.391,2021-07-14,15,37.31157
"562","acidic tundra","mesic",0.391,2021-07-14,15,37.27154
"563","acidic tundra","mesic",0.391,2021-07-14,15,37.16427
"564","acidic tundra","mesic",0.391,2021-07-14,15,37.17435
"565","acidic tundra","mesic",0.391,2021-07-14,15,37.14451
"566","acidic tundra","mesic",0.391,2021-07-14,15,37.15417
"567","acidic tundra","hydric",0.1962,2021-07-14,5,1.524569
"568","acidic tundra","hydric",0.1962,2021-07-14,5,1.661797
"569","acidic tundra","hydric",0.1962,2021-07-14,5,1.62047
"570","acidic tundra","hydric",0.1962,2021-07-14,5,1.565775
"571","acidic tundra","hydric",0.1962,2021-07-14,5,1.489745
"572","acidic tundra","hydric",0.1962,2021-07-14,5,1.402914
"573","acidic tundra","hydric",0.1962,2021-07-14,5,7.892733
"574","acidic tundra","hydric",0.1962,2021-07-14,5,7.594918
"575","acidic tundra","hydric",0.1962,2021-07-14,5,28.83352
"576","acidic tundra","hydric",0.1962,2021-07-14,5,28.29627
"577","acidic tundra","hydric",0.1962,2021-07-14,5,28.33578
"578","acidic tundra","hydric",0.1962,2021-07-14,5,28.20108
"579","acidic tundra","hydric",0.1962,2021-07-14,5,28.38089
"580","acidic tundra","hydric",0.1962,2021-07-14,5,28.72782
"581","acidic tundra","hydric",0.5088,2021-07-14,15,47.24792
"582","acidic tundra","hydric",0.5088,2021-07-14,15,47.4656
"583","acidic tundra","hydric",0.5088,2021-07-14,15,47.51897
"584","acidic tundra","hydric",0.5088,2021-07-14,15,47.57851
"585","acidic tundra","hydric",0.5088,2021-07-14,15,47.6227
"586","acidic tundra","hydric",0.5088,2021-07-14,15,47.59546
"587","acidic tundra","hydric",0.5088,2021-07-14,15,50.47488
"588","acidic tundra","hydric",0.5088,2021-07-14,15,50.39087
"589","acidic tundra","hydric",0.5088,2021-07-14,15,50.93208
"590","acidic tundra","hydric",0.5088,2021-07-14,15,50.8754
"591","acidic tundra","hydric",0.5088,2021-07-14,15,50.799
"592","acidic tundra","hydric",0.5088,2021-07-14,15,50.71465
"593","acidic tundra","hydric",0.5088,2021-07-14,15,50.69383
"594","acidic tundra","hydric",0.5088,2021-07-14,15,50.70396
"595","acidic tundra","hydric",0.255,2021-07-14,5,1.524569
"596","acidic tundra","hydric",0.255,2021-07-14,5,1.661797
"597","acidic tundra","hydric",0.255,2021-07-14,5,1.62047
"598","acidic tundra","hydric",0.255,2021-07-14,5,1.565775
"599","acidic tundra","hydric",0.255,2021-07-14,5,1.489745
"600","acidic tundra","hydric",0.255,2021-07-14,5,1.402914
"601","acidic tundra","hydric",0.255,2021-07-14,5,7.892733
"602","acidic tundra","hydric",0.255,2021-07-14,5,7.594918
"603","acidic tundra","hydric",0.255,2021-07-14,5,28.83352
"604","acidic tundra","hydric",0.255,2021-07-14,5,28.29627
"605","acidic tundra","hydric",0.255,2021-07-14,5,28.33578
"606","acidic tundra","hydric",0.255,2021-07-14,5,28.20108
"607","acidic tundra","hydric",0.255,2021-07-14,5,28.38089
"608","acidic tundra","hydric",0.255,2021-07-14,5,28.72782
"609","acidic tundra","hydric",0.588,2021-07-14,15,47.24792
"610","acidic tundra","hydric",0.588,2021-07-14,15,47.4656
"611","acidic tundra","hydric",0.588,2021-07-14,15,47.51897
"612","acidic tundra","hydric",0.588,2021-07-14,15,47.57851
"613","acidic tundra","hydric",0.588,2021-07-14,15,47.6227
"614","acidic tundra","hydric",0.588,2021-07-14,15,47.59546
"615","acidic tundra","hydric",0.588,2021-07-14,15,50.47488
"616","acidic tundra","hydric",0.588,2021-07-14,15,50.39087
"617","acidic tundra","hydric",0.588,2021-07-14,15,50.93208
"618","acidic tundra","hydric",0.588,2021-07-14,15,50.8754
"619","acidic tundra","hydric",0.588,2021-07-14,15,50.799
"620","acidic tundra","hydric",0.588,2021-07-14,15,50.71465
"621","acidic tundra","hydric",0.588,2021-07-14,15,50.69383
"622","acidic tundra","hydric",0.588,2021-07-14,15,50.70396
"623","acidic tundra","dry",0.3219,2021-07-30,5,25.69433
"624","acidic tundra","dry",0.3219,2021-07-30,5,27.37474
"625","acidic tundra","dry",0.3219,2021-07-30,5,26.80721
"626","acidic tundra","dry",0.3219,2021-07-30,5,26.38229
"627","acidic tundra","dry",0.3219,2021-07-30,5,26.12884
"628","acidic tundra","dry",0.3219,2021-07-30,5,25.98457
"629","acidic tundra","dry",0.3219,2021-07-30,5,26.78396
"630","acidic tundra","dry",0.3219,2021-07-30,5,27.71298
"631","acidic tundra","dry",0.3219,2021-07-30,5,27.5261
"632","acidic tundra","dry",0.3219,2021-07-30,5,27.46107
"633","acidic tundra","dry",0.336,2021-07-30,25,36.25918
"634","acidic tundra","dry",0.336,2021-07-30,25,36.28626
"635","acidic tundra","dry",0.336,2021-07-30,25,36.28592
"636","acidic tundra","dry",0.336,2021-07-30,25,36.30649
"637","acidic tundra","dry",0.336,2021-07-30,25,36.30649
"638","acidic tundra","dry",0.336,2021-07-30,25,36.2986
"639","acidic tundra","dry",0.336,2021-07-30,25,36.31129
"640","acidic tundra","dry",0.336,2021-07-30,25,36.28901
"641","acidic tundra","dry",0.336,2021-07-30,25,36.29517
"642","acidic tundra","dry",0.336,2021-07-30,25,36.31163
"643","acidic tundra","dry",0.336,2021-07-30,25,36.32226
"644","non-acidic tundra","dry",0.3052,2021-07-31,5,20.05435
"645","non-acidic tundra","dry",0.3052,2021-07-31,5,19.71264
"646","non-acidic tundra","dry",0.3052,2021-07-31,5,19.67164
"647","non-acidic tundra","dry",0.6346,2021-07-31,25,44.71207
"648","non-acidic tundra","dry",0.6346,2021-07-31,25,44.69234
"649","non-acidic tundra","dry",0.6346,2021-07-31,25,44.69716
"650","non-acidic tundra","dry",0.6346,2021-07-31,25,44.69322
"651","acidic tundra","dry",0.0843,2021-08-07,5,25.89544
"652","acidic tundra","dry",0.0843,2021-08-07,5,25.96666
"653","acidic tundra","dry",0.0843,2021-08-07,5,25.99897
"654","acidic tundra","dry",0.0843,2021-08-07,5,26.04081
"655","acidic tundra","dry",0.0843,2021-08-07,5,26.01515
"656","acidic tundra","dry",0.0843,2021-08-07,5,25.88527
"657","acidic tundra","dry",0.0843,2021-08-07,5,25.75684
"658","acidic tundra","dry",0.0843,2021-08-07,5,25.48478
"659","acidic tundra","dry",0.0843,2021-08-07,5,25.25448
"660","acidic tundra","dry",0.0843,2021-08-07,5,25.14927
"661","acidic tundra","dry",0.0843,2021-08-07,5,25.10416
"662","acidic tundra","dry",0.0843,2021-08-07,5,25.08146
"663","acidic tundra","dry",0.0843,2021-08-07,5,25.18822
"664","acidic tundra","dry",0.0843,2021-08-07,5,25.3835
"665","acidic tundra","dry",0.4257,2021-08-07,15,31.27323
"666","acidic tundra","dry",0.4257,2021-08-07,15,31.25552
"667","acidic tundra","dry",0.4257,2021-08-07,15,31.28025
"668","acidic tundra","dry",0.4257,2021-08-07,15,31.35522
"669","acidic tundra","dry",0.4257,2021-08-07,15,31.33195
"670","acidic tundra","dry",0.4257,2021-08-07,15,31.34599
"671","acidic tundra","dry",0.4257,2021-08-07,15,31.31753
"672","acidic tundra","dry",0.4257,2021-08-07,15,31.33196
"673","acidic tundra","dry",0.4257,2021-08-07,15,31.31016
"674","acidic tundra","dry",0.4257,2021-08-07,15,31.24593
"675","acidic tundra","dry",0.4257,2021-08-07,15,31.25515
"676","acidic tundra","dry",0.4257,2021-08-07,15,31.23338
"677","acidic tundra","dry",0.4257,2021-08-07,15,31.23486
"678","acidic tundra","dry",0.4257,2021-08-07,15,31.25072
"679","acidic tundra","dry",0.1545,2021-08-07,15,31.27323
"680","acidic tundra","dry",0.1545,2021-08-07,15,31.25552
"681","acidic tundra","dry",0.1545,2021-08-07,15,31.28025
"682","acidic tundra","dry",0.1545,2021-08-07,15,31.35522
"683","acidic tundra","dry",0.1545,2021-08-07,15,31.33195
"684","acidic tundra","dry",0.1545,2021-08-07,15,31.34599
"685","acidic tundra","dry",0.1545,2021-08-07,15,31.31753
"686","acidic tundra","dry",0.1545,2021-08-07,15,31.33196
"687","acidic tundra","dry",0.1545,2021-08-07,15,31.31016
"688","acidic tundra","dry",0.1545,2021-08-07,15,31.24593
"689","acidic tundra","dry",0.1545,2021-08-07,15,31.25515
"690","acidic tundra","dry",0.1545,2021-08-07,15,31.23338
"691","acidic tundra","dry",0.1545,2021-08-07,15,31.23486
"692","acidic tundra","dry",0.1545,2021-08-07,15,31.25072
"693","acidic tundra","dry",0.5544,2021-08-07,15,31.27323
"694","acidic tundra","dry",0.5544,2021-08-07,15,31.25552
"695","acidic tundra","dry",0.5544,2021-08-07,15,31.28025
"696","acidic tundra","dry",0.5544,2021-08-07,15,31.35522
"697","acidic tundra","dry",0.5544,2021-08-07,15,31.33195
"698","acidic tundra","dry",0.5544,2021-08-07,15,31.34599
"699","acidic tundra","dry",0.5544,2021-08-07,15,31.31753
"700","acidic tundra","dry",0.5544,2021-08-07,15,31.33196
"701","acidic tundra","dry",0.5544,2021-08-07,15,31.31016
"702","acidic tundra","dry",0.5544,2021-08-07,15,31.24593
"703","acidic tundra","dry",0.5544,2021-08-07,15,31.25515
"704","acidic tundra","dry",0.5544,2021-08-07,15,31.23338
"705","acidic tundra","dry",0.5544,2021-08-07,15,31.23486
"706","acidic tundra","dry",0.5544,2021-08-07,15,31.25072
"707","acidic tundra","mesic",0.1659,2021-08-07,5,22.39456
"708","acidic tundra","mesic",0.1659,2021-08-07,5,22.42323
"709","acidic tundra","mesic",0.1659,2021-08-07,5,22.51214
"710","acidic tundra","mesic",0.1659,2021-08-07,5,22.53718
"711","acidic tundra","mesic",0.1659,2021-08-07,5,22.53934
"712","acidic tundra","mesic",0.1659,2021-08-07,5,22.41891
"713","acidic tundra","mesic",0.1659,2021-08-07,5,22.35884
"714","acidic tundra","mesic",0.1659,2021-08-07,5,22.22273
"715","acidic tundra","mesic",0.1659,2021-08-07,5,22.08833
"716","acidic tundra","mesic",0.1659,2021-08-07,5,22.05657
"717","acidic tundra","mesic",0.1659,2021-08-07,5,22.02818
"718","acidic tundra","mesic",0.1659,2021-08-07,5,22.0355
"719","acidic tundra","mesic",0.1659,2021-08-07,5,22.081
"720","acidic tundra","mesic",0.1659,2021-08-07,5,22.20587
"721","acidic tundra","mesic",0.2871,2021-08-07,5,22.39456
"722","acidic tundra","mesic",0.2871,2021-08-07,5,22.42323
"723","acidic tundra","mesic",0.2871,2021-08-07,5,22.51214
"724","acidic tundra","mesic",0.2871,2021-08-07,5,22.53718
"725","acidic tundra","mesic",0.2871,2021-08-07,5,22.53934
"726","acidic tundra","mesic",0.2871,2021-08-07,5,22.41891
"727","acidic tundra","mesic",0.2871,2021-08-07,5,22.35884
"728","acidic tundra","mesic",0.2871,2021-08-07,5,22.22273
"729","acidic tundra","mesic",0.2871,2021-08-07,5,22.08833
"730","acidic tundra","mesic",0.2871,2021-08-07,5,22.05657
"731","acidic tundra","mesic",0.2871,2021-08-07,5,22.02818
"732","acidic tundra","mesic",0.2871,2021-08-07,5,22.0355
"733","acidic tundra","mesic",0.2871,2021-08-07,5,22.081
"734","acidic tundra","mesic",0.2871,2021-08-07,5,22.20587
"735","acidic tundra","mesic",0.32,2021-08-07,15,37.29134
"736","acidic tundra","mesic",0.32,2021-08-07,15,37.39927
"737","acidic tundra","mesic",0.32,2021-08-07,15,37.38618
"738","acidic tundra","mesic",0.32,2021-08-07,15,37.36847
"739","acidic tundra","mesic",0.32,2021-08-07,15,37.42162
"740","acidic tundra","mesic",0.32,2021-08-07,15,37.41317
"741","acidic tundra","mesic",0.32,2021-08-07,15,37.40812
"742","acidic tundra","mesic",0.32,2021-08-07,15,37.40306
"743","acidic tundra","mesic",0.32,2021-08-07,15,37.35962
"744","acidic tundra","mesic",0.32,2021-08-07,15,37.37226
"745","acidic tundra","mesic",0.32,2021-08-07,15,37.37058
"746","acidic tundra","mesic",0.32,2021-08-07,15,37.27954
"747","acidic tundra","mesic",0.32,2021-08-07,15,37.27912
"748","acidic tundra","mesic",0.32,2021-08-07,15,37.28207
"749","acidic tundra","mesic",0.1962,2021-08-07,5,22.39456
"750","acidic tundra","mesic",0.1962,2021-08-07,5,22.42323
"751","acidic tundra","mesic",0.1962,2021-08-07,5,22.51214
"752","acidic tundra","mesic",0.1962,2021-08-07,5,22.53718
"753","acidic tundra","mesic",0.1962,2021-08-07,5,22.53934
"754","acidic tundra","mesic",0.1962,2021-08-07,5,22.41891
"755","acidic tundra","mesic",0.1962,2021-08-07,5,22.35884
"756","acidic tundra","mesic",0.1962,2021-08-07,5,22.22273
"757","acidic tundra","mesic",0.1962,2021-08-07,5,22.08833
"758","acidic tundra","mesic",0.1962,2021-08-07,5,22.05657
"759","acidic tundra","mesic",0.1962,2021-08-07,5,22.02818
"760","acidic tundra","mesic",0.1962,2021-08-07,5,22.0355
"761","acidic tundra","mesic",0.1962,2021-08-07,5,22.081
"762","acidic tundra","mesic",0.1962,2021-08-07,5,22.20587
"763","acidic tundra","mesic",0.423,2021-08-07,15,37.29134
"764","acidic tundra","mesic",0.423,2021-08-07,15,37.39927
"765","acidic tundra","mesic",0.423,2021-08-07,15,37.38618
"766","acidic tundra","mesic",0.423,2021-08-07,15,37.36847
"767","acidic tundra","mesic",0.423,2021-08-07,15,37.42162
"768","acidic tundra","mesic",0.423,2021-08-07,15,37.41317
"769","acidic tundra","mesic",0.423,2021-08-07,15,37.40812
"770","acidic tundra","mesic",0.423,2021-08-07,15,37.40306
"771","acidic tundra","mesic",0.423,2021-08-07,15,37.35962
"772","acidic tundra","mesic",0.423,2021-08-07,15,37.37226
"773","acidic tundra","mesic",0.423,2021-08-07,15,37.37058
"774","acidic tundra","mesic",0.423,2021-08-07,15,37.27954
"775","acidic tundra","mesic",0.423,2021-08-07,15,37.27912
"776","acidic tundra","mesic",0.423,2021-08-07,15,37.28207
"777","acidic tundra","hydric",0.3416,2021-08-07,5,NA
"778","acidic tundra","hydric",0.6279,2021-08-07,15,NA
"779","acidic tundra","hydric",0.488,2021-08-07,15,NA
"780","non-acidic tundra","mesic",0.5058,2021-08-07,15,40.06152
"781","non-acidic tundra","mesic",0.5058,2021-08-07,15,40.03212
"782","non-acidic tundra","mesic",0.5058,2021-08-07,15,40.01223
"783","non-acidic tundra","mesic",0.5058,2021-08-07,15,39.95436
"784","non-acidic tundra","mesic",0.5058,2021-08-07,15,39.93132
"785","non-acidic tundra","mesic",0.5058,2021-08-07,15,39.63504
"786","non-acidic tundra","mesic",0.5058,2021-08-07,15,39.27475
"787","non-acidic tundra","mesic",0.5058,2021-08-07,15,38.68889
"788","non-acidic tundra","mesic",0.5058,2021-08-07,15,38.20669
"789","non-acidic tundra","mesic",0.5058,2021-08-07,15,36.84718
"790","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.1076
"791","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.1072
"792","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.11288
"793","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.11369
"794","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.11531
"795","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.15503
"796","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.15623
"797","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.17327
"798","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.20084
"799","non-acidic tundra","mesic",0.5124,2021-08-07,25,51.20285
"800","non-acidic tundra","hydric",0.4905,2021-08-07,5,50.08276
"801","non-acidic tundra","hydric",0.4905,2021-08-07,5,50.2575
"802","non-acidic tundra","hydric",0.4905,2021-08-07,5,50.36766
"803","non-acidic tundra","hydric",0.4905,2021-08-07,5,50.39284
"804","non-acidic tundra","hydric",0.4905,2021-08-07,5,50.42083
"805","non-acidic tundra","hydric",0.4905,2021-08-07,5,50.17204
"806","non-acidic tundra","hydric",0.4905,2021-08-07,5,49.81273
"807","non-acidic tundra","hydric",0.4905,2021-08-07,5,49.41124
"808","non-acidic tundra","hydric",0.4905,2021-08-07,5,49.10973
"809","non-acidic tundra","hydric",0.4905,2021-08-07,5,49.01773
"810","non-acidic tundra","hydric",0.4905,2021-08-07,5,52.29164
"811","non-acidic tundra","hydric",0.4905,2021-08-07,5,52.29679
"812","non-acidic tundra","hydric",0.4905,2021-08-07,5,52.46291
"813","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.11868
"814","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.17312
"815","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.21556
"816","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.27178
"817","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.36593
"818","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.40559
"819","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.44698
"820","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.48552
"821","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.46769
"822","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.35503
"823","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.31654
"824","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.13357
"825","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.0849
"826","non-acidic tundra","hydric",0.4428,2021-08-07,15,52.08889
"827","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.11868
"828","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.17312
"829","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.21556
"830","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.27178
"831","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.36593
"832","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.40559
"833","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.44698
"834","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.48552
"835","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.46769
"836","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.35503
"837","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.31654
"838","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.13357
"839","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.0849
"840","non-acidic tundra","hydric",0.5565,2021-08-07,15,52.08889
