"","X","SampleID","day","month","year","Time","Area","Site","Plot","Depth_cm","date","ICP","concentration"
"204",204,"PhIr2022-28",7,"July",2022,"12:05","non-acidic tundra","Mesic",2,20,"2022-07-07","K_ug_mL",0.45
"205",205,"PhIr2022-28",7,"July",2022,"12:05","non-acidic tundra","Mesic",2,20,"2022-07-07","Mg_ug_mL",0.84
"206",206,"PhIr2022-28",7,"July",2022,"12:05","non-acidic tundra","Mesic",2,20,"2022-07-07","Mn_ug_mL",0.1
"207",207,"PhIr2022-28",7,"July",2022,"12:05","non-acidic tundra","Mesic",2,20,"2022-07-07","Na_ug_mL",0.25
"208",208,"PhIr2022-28",7,"July",2022,"12:05","non-acidic tundra","Mesic",2,20,"2022-07-07","P_ug_mL",0.08
"209",209,"PhIr2022-29",7,"July",2022,"11:29","non-acidic tundra","Mesic",3,0,"2022-07-07","Al_ug_mL",0.03
"210",210,"PhIr2022-29",7,"July",2022,"11:29","non-acidic tundra","Mesic",3,0,"2022-07-07","Ca_ug_mL",6.7
"211",211,"PhIr2022-29",7,"July",2022,"11:29","non-acidic tundra","Mesic",3,0,"2022-07-07","Fe_ug_mL",0.02
"212",212,"PhIr2022-29",7,"July",2022,"11:29","non-acidic tundra","Mesic",3,0,"2022-07-07","K_ug_mL",0.1
"213",213,"PhIr2022-29",7,"July",2022,"11:29","non-acidic tundra","Mesic",3,0,"2022-07-07","Mg_ug_mL",0.87
"214",214,"PhIr2022-29",7,"July",2022,"11:29","non-acidic tundra","Mesic",3,0,"2022-07-07","Mn_ug_mL",0.003
"215",215,"PhIr2022-29",7,"July",2022,"11:29","non-acidic tundra","Mesic",3,0,"2022-07-07","Na_ug_mL",0.16
"216",216,"PhIr2022-29",7,"July",2022,"11:29","non-acidic tundra","Mesic",3,0,"2022-07-07","P_ug_mL",0.005
"217",217,"PhIr2022-30",7,"July",2022,"12:20","non-acidic tundra","Mesic",3,10,"2022-07-07","Al_ug_mL",0.03
"218",218,"PhIr2022-30",7,"July",2022,"12:20","non-acidic tundra","Mesic",3,10,"2022-07-07","Ca_ug_mL",6.15
"219",219,"PhIr2022-30",7,"July",2022,"12:20","non-acidic tundra","Mesic",3,10,"2022-07-07","Fe_ug_mL",0.02
"220",220,"PhIr2022-30",7,"July",2022,"12:20","non-acidic tundra","Mesic",3,10,"2022-07-07","K_ug_mL",0.01
"221",221,"PhIr2022-30",7,"July",2022,"12:20","non-acidic tundra","Mesic",3,10,"2022-07-07","Mg_ug_mL",0.77
"222",222,"PhIr2022-30",7,"July",2022,"12:20","non-acidic tundra","Mesic",3,10,"2022-07-07","Mn_ug_mL",0.01
"223",223,"PhIr2022-30",7,"July",2022,"12:20","non-acidic tundra","Mesic",3,10,"2022-07-07","Na_ug_mL",0.11
"224",224,"PhIr2022-30",7,"July",2022,"12:20","non-acidic tundra","Mesic",3,10,"2022-07-07","P_ug_mL",0.005
"225",225,"PhIr2022-31",7,"July",2022,"12:32","non-acidic tundra","Mesic",3,20,"2022-07-07","Al_ug_mL",0.08
"226",226,"PhIr2022-31",7,"July",2022,"12:32","non-acidic tundra","Mesic",3,20,"2022-07-07","Ca_ug_mL",6.39
"227",227,"PhIr2022-31",7,"July",2022,"12:32","non-acidic tundra","Mesic",3,20,"2022-07-07","Fe_ug_mL",0.1
"228",228,"PhIr2022-31",7,"July",2022,"12:32","non-acidic tundra","Mesic",3,20,"2022-07-07","K_ug_mL",0.22
"229",229,"PhIr2022-31",7,"July",2022,"12:32","non-acidic tundra","Mesic",3,20,"2022-07-07","Mg_ug_mL",0.82
"230",230,"PhIr2022-31",7,"July",2022,"12:32","non-acidic tundra","Mesic",3,20,"2022-07-07","Mn_ug_mL",0.52
"231",231,"PhIr2022-31",7,"July",2022,"12:32","non-acidic tundra","Mesic",3,20,"2022-07-07","Na_ug_mL",0.2
"232",232,"PhIr2022-31",7,"July",2022,"12:32","non-acidic tundra","Mesic",3,20,"2022-07-07","P_ug_mL",0.01
"233",233,"PhIr2022-32",7,"July",2022,"13:13","non-acidic tundra","Hydric",1,0,"2022-07-07","Al_ug_mL",0.01
"234",234,"PhIr2022-32",7,"July",2022,"13:13","non-acidic tundra","Hydric",1,0,"2022-07-07","Ca_ug_mL",29.9
"235",235,"PhIr2022-32",7,"July",2022,"13:13","non-acidic tundra","Hydric",1,0,"2022-07-07","Fe_ug_mL",0.88
"236",236,"PhIr2022-32",7,"July",2022,"13:13","non-acidic tundra","Hydric",1,0,"2022-07-07","K_ug_mL",0.38
"237",237,"PhIr2022-32",7,"July",2022,"13:13","non-acidic tundra","Hydric",1,0,"2022-07-07","Mg_ug_mL",3.84
"238",238,"PhIr2022-32",7,"July",2022,"13:13","non-acidic tundra","Hydric",1,0,"2022-07-07","Mn_ug_mL",0.09
"239",239,"PhIr2022-32",7,"July",2022,"13:13","non-acidic tundra","Hydric",1,0,"2022-07-07","Na_ug_mL",0.55
"240",240,"PhIr2022-32",7,"July",2022,"13:13","non-acidic tundra","Hydric",1,0,"2022-07-07","P_ug_mL",0.005
"241",241,"PhIr2022-33",7,"July",2022,"13:47","non-acidic tundra","Hydric",1,10,"2022-07-07","Al_ug_mL",0.01
"242",242,"PhIr2022-33",7,"July",2022,"13:47","non-acidic tundra","Hydric",1,10,"2022-07-07","Ca_ug_mL",32.3
"243",243,"PhIr2022-33",7,"July",2022,"13:47","non-acidic tundra","Hydric",1,10,"2022-07-07","Fe_ug_mL",0.61
"244",244,"PhIr2022-33",7,"July",2022,"13:47","non-acidic tundra","Hydric",1,10,"2022-07-07","K_ug_mL",0.09
"245",245,"PhIr2022-33",7,"July",2022,"13:47","non-acidic tundra","Hydric",1,10,"2022-07-07","Mg_ug_mL",4.13
"246",246,"PhIr2022-33",7,"July",2022,"13:47","non-acidic tundra","Hydric",1,10,"2022-07-07","Mn_ug_mL",0.1
"247",247,"PhIr2022-33",7,"July",2022,"13:47","non-acidic tundra","Hydric",1,10,"2022-07-07","Na_ug_mL",0.31
"248",248,"PhIr2022-33",7,"July",2022,"13:47","non-acidic tundra","Hydric",1,10,"2022-07-07","P_ug_mL",0.005
"249",249,"PhIr2022-34",7,"July",2022,"13:56","non-acidic tundra","Hydric",1,20,"2022-07-07","Al_ug_mL",0.12
"250",250,"PhIr2022-34",7,"July",2022,"13:56","non-acidic tundra","Hydric",1,20,"2022-07-07","Ca_ug_mL",32.9
"251",251,"PhIr2022-34",7,"July",2022,"13:56","non-acidic tundra","Hydric",1,20,"2022-07-07","Fe_ug_mL",1.23
"252",252,"PhIr2022-34",7,"July",2022,"13:56","non-acidic tundra","Hydric",1,20,"2022-07-07","K_ug_mL",0.29
"253",253,"PhIr2022-34",7,"July",2022,"13:56","non-acidic tundra","Hydric",1,20,"2022-07-07","Mg_ug_mL",4.29
"254",254,"PhIr2022-34",7,"July",2022,"13:56","non-acidic tundra","Hydric",1,20,"2022-07-07","Mn_ug_mL",0.16
"255",255,"PhIr2022-34",7,"July",2022,"13:56","non-acidic tundra","Hydric",1,20,"2022-07-07","Na_ug_mL",0.4
"256",256,"PhIr2022-34",7,"July",2022,"13:56","non-acidic tundra","Hydric",1,20,"2022-07-07","P_ug_mL",0.005
"257",257,"PhIr2022-35",7,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-07","Al_ug_mL",0.05
"258",258,"PhIr2022-35",7,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-07","Ca_ug_mL",12.8
"259",259,"PhIr2022-35",7,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-07","Fe_ug_mL",1.75
"260",260,"PhIr2022-35",7,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-07","K_ug_mL",0.18
"261",261,"PhIr2022-35",7,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-07","Mg_ug_mL",1.41
"262",262,"PhIr2022-35",7,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-07","Mn_ug_mL",0.62
"263",263,"PhIr2022-35",7,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-07","Na_ug_mL",0.23
"264",264,"PhIr2022-35",7,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-07","P_ug_mL",0.005
"265",265,"PhIr2022-36",7,"July",2022,"14:00","non-acidic tundra","Hydric",2,10,"2022-07-07","Al_ug_mL",0.04
"266",266,"PhIr2022-36",7,"July",2022,"14:00","non-acidic tundra","Hydric",2,10,"2022-07-07","Ca_ug_mL",18.3
"267",267,"PhIr2022-36",7,"July",2022,"14:00","non-acidic tundra","Hydric",2,10,"2022-07-07","Fe_ug_mL",0.01
"268",268,"PhIr2022-36",7,"July",2022,"14:00","non-acidic tundra","Hydric",2,10,"2022-07-07","K_ug_mL",0.11
"269",269,"PhIr2022-36",7,"July",2022,"14:00","non-acidic tundra","Hydric",2,10,"2022-07-07","Mg_ug_mL",1.96
"270",270,"PhIr2022-36",7,"July",2022,"14:00","non-acidic tundra","Hydric",2,10,"2022-07-07","Mn_ug_mL",0.07
"271",271,"PhIr2022-36",7,"July",2022,"14:00","non-acidic tundra","Hydric",2,10,"2022-07-07","Na_ug_mL",0.27
"272",272,"PhIr2022-36",7,"July",2022,"14:00","non-acidic tundra","Hydric",2,10,"2022-07-07","P_ug_mL",0.005
"273",273,"PhIr2022-37",7,"July",2022,"14:15","non-acidic tundra","Hydric",2,20,"2022-07-07","Al_ug_mL",0.02
"274",274,"PhIr2022-37",7,"July",2022,"14:15","non-acidic tundra","Hydric",2,20,"2022-07-07","Ca_ug_mL",15.4
"275",275,"PhIr2022-37",7,"July",2022,"14:15","non-acidic tundra","Hydric",2,20,"2022-07-07","Fe_ug_mL",0.41
"276",276,"PhIr2022-37",7,"July",2022,"14:15","non-acidic tundra","Hydric",2,20,"2022-07-07","K_ug_mL",0.06
"277",277,"PhIr2022-37",7,"July",2022,"14:15","non-acidic tundra","Hydric",2,20,"2022-07-07","Mg_ug_mL",1.62
"278",278,"PhIr2022-37",7,"July",2022,"14:15","non-acidic tundra","Hydric",2,20,"2022-07-07","Mn_ug_mL",0.05
"279",279,"PhIr2022-37",7,"July",2022,"14:15","non-acidic tundra","Hydric",2,20,"2022-07-07","Na_ug_mL",0.22
"280",280,"PhIr2022-37",7,"July",2022,"14:15","non-acidic tundra","Hydric",2,20,"2022-07-07","P_ug_mL",0.005
"281",281,"PhIr2022-38",7,"July",2022,"13:36","non-acidic tundra","Hydric",3,0,"2022-07-07","Al_ug_mL",0.02
"282",282,"PhIr2022-38",7,"July",2022,"13:36","non-acidic tundra","Hydric",3,0,"2022-07-07","Ca_ug_mL",31.4
"283",283,"PhIr2022-38",7,"July",2022,"13:36","non-acidic tundra","Hydric",3,0,"2022-07-07","Fe_ug_mL",2.36
"284",284,"PhIr2022-38",7,"July",2022,"13:36","non-acidic tundra","Hydric",3,0,"2022-07-07","K_ug_mL",0.09
"285",285,"PhIr2022-38",7,"July",2022,"13:36","non-acidic tundra","Hydric",3,0,"2022-07-07","Mg_ug_mL",3.87
"286",286,"PhIr2022-38",7,"July",2022,"13:36","non-acidic tundra","Hydric",3,0,"2022-07-07","Mn_ug_mL",0.1
"287",287,"PhIr2022-38",7,"July",2022,"13:36","non-acidic tundra","Hydric",3,0,"2022-07-07","Na_ug_mL",0.45
"288",288,"PhIr2022-38",7,"July",2022,"13:36","non-acidic tundra","Hydric",3,0,"2022-07-07","P_ug_mL",0.005
"289",289,"PhIr2022-39",7,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-07","Al_ug_mL",0.01
"290",290,"PhIr2022-39",7,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-07","Ca_ug_mL",39.5
"291",291,"PhIr2022-39",7,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-07","Fe_ug_mL",2.01
"292",292,"PhIr2022-39",7,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-07","K_ug_mL",0.09
"293",293,"PhIr2022-39",7,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-07","Mg_ug_mL",4.81
"294",294,"PhIr2022-39",7,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-07","Mn_ug_mL",0.19
"295",295,"PhIr2022-39",7,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-07","Na_ug_mL",0.35
"296",296,"PhIr2022-39",7,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-07","P_ug_mL",0.005
"297",297,"PhIr2022-40",7,"July",2022,"","non-acidic tundra","Hydric",3,20,"2022-07-07","Al_ug_mL",0.01
"298",298,"PhIr2022-40",7,"July",2022,"","non-acidic tundra","Hydric",3,20,"2022-07-07","Ca_ug_mL",36.7
"299",299,"PhIr2022-40",7,"July",2022,"","non-acidic tundra","Hydric",3,20,"2022-07-07","Fe_ug_mL",2.01
"300",300,"PhIr2022-40",7,"July",2022,"","non-acidic tundra","Hydric",3,20,"2022-07-07","K_ug_mL",0.04
"301",301,"PhIr2022-40",7,"July",2022,"","non-acidic tundra","Hydric",3,20,"2022-07-07","Mg_ug_mL",4.95
"302",302,"PhIr2022-40",7,"July",2022,"","non-acidic tundra","Hydric",3,20,"2022-07-07","Mn_ug_mL",0.15
"303",303,"PhIr2022-40",7,"July",2022,"","non-acidic tundra","Hydric",3,20,"2022-07-07","Na_ug_mL",0.57
"304",304,"PhIr2022-40",7,"July",2022,"","non-acidic tundra","Hydric",3,20,"2022-07-07","P_ug_mL",0.005
"305",305,"PhIr2022-41",11,"July",2022,"12:38","acidic tundra","Hydric",1,10,"2022-07-11","Al_ug_mL",0.51
"306",306,"PhIr2022-41",11,"July",2022,"12:38","acidic tundra","Hydric",1,10,"2022-07-11","Ca_ug_mL",2.33
"307",307,"PhIr2022-41",11,"July",2022,"12:38","acidic tundra","Hydric",1,10,"2022-07-11","Fe_ug_mL",3.64
"308",308,"PhIr2022-41",11,"July",2022,"12:38","acidic tundra","Hydric",1,10,"2022-07-11","K_ug_mL",0.15
"309",309,"PhIr2022-41",11,"July",2022,"12:38","acidic tundra","Hydric",1,10,"2022-07-11","Mg_ug_mL",0.62
"310",310,"PhIr2022-41",11,"July",2022,"12:38","acidic tundra","Hydric",1,10,"2022-07-11","Mn_ug_mL",0.41
"311",311,"PhIr2022-41",11,"July",2022,"12:38","acidic tundra","Hydric",1,10,"2022-07-11","Na_ug_mL",0.27
"312",312,"PhIr2022-41",11,"July",2022,"12:38","acidic tundra","Hydric",1,10,"2022-07-11","P_ug_mL",0.02
"313",313,"PhIr2022-42",11,"July",2022,"12:30","acidic tundra","Hydric",1,20,"2022-07-11","Al_ug_mL",0.25
"314",314,"PhIr2022-42",11,"July",2022,"12:30","acidic tundra","Hydric",1,20,"2022-07-11","Ca_ug_mL",1.56
"315",315,"PhIr2022-42",11,"July",2022,"12:30","acidic tundra","Hydric",1,20,"2022-07-11","Fe_ug_mL",1.31
"316",316,"PhIr2022-42",11,"July",2022,"12:30","acidic tundra","Hydric",1,20,"2022-07-11","K_ug_mL",0.08
"317",317,"PhIr2022-42",11,"July",2022,"12:30","acidic tundra","Hydric",1,20,"2022-07-11","Mg_ug_mL",0.41
"318",318,"PhIr2022-42",11,"July",2022,"12:30","acidic tundra","Hydric",1,20,"2022-07-11","Mn_ug_mL",0.12
"319",319,"PhIr2022-42",11,"July",2022,"12:30","acidic tundra","Hydric",1,20,"2022-07-11","Na_ug_mL",0.23
"320",320,"PhIr2022-42",11,"July",2022,"12:30","acidic tundra","Hydric",1,20,"2022-07-11","P_ug_mL",0.01
"321",321,"PhIr2022-43",11,"July",2022,"12:17","acidic tundra","Hydric",2,10,"2022-07-11","Al_ug_mL",0.34
"322",322,"PhIr2022-43",11,"July",2022,"12:17","acidic tundra","Hydric",2,10,"2022-07-11","Ca_ug_mL",3.7
"323",323,"PhIr2022-43",11,"July",2022,"12:17","acidic tundra","Hydric",2,10,"2022-07-11","Fe_ug_mL",1.4
"324",324,"PhIr2022-43",11,"July",2022,"12:17","acidic tundra","Hydric",2,10,"2022-07-11","K_ug_mL",0.1
"325",325,"PhIr2022-43",11,"July",2022,"12:17","acidic tundra","Hydric",2,10,"2022-07-11","Mg_ug_mL",0.74
"326",326,"PhIr2022-43",11,"July",2022,"12:17","acidic tundra","Hydric",2,10,"2022-07-11","Mn_ug_mL",0.43
"327",327,"PhIr2022-43",11,"July",2022,"12:17","acidic tundra","Hydric",2,10,"2022-07-11","Na_ug_mL",0.2
"328",328,"PhIr2022-43",11,"July",2022,"12:17","acidic tundra","Hydric",2,10,"2022-07-11","P_ug_mL",0.005
"329",329,"PhIr2022-44",11,"July",2022,"12:12","acidic tundra","Hydric",3,10,"2022-07-11","Al_ug_mL",0.63
"330",330,"PhIr2022-44",11,"July",2022,"12:12","acidic tundra","Hydric",3,10,"2022-07-11","Ca_ug_mL",9.06
"331",331,"PhIr2022-44",11,"July",2022,"12:12","acidic tundra","Hydric",3,10,"2022-07-11","Fe_ug_mL",12.5
"332",332,"PhIr2022-44",11,"July",2022,"12:12","acidic tundra","Hydric",3,10,"2022-07-11","K_ug_mL",0.38
"333",333,"PhIr2022-44",11,"July",2022,"12:12","acidic tundra","Hydric",3,10,"2022-07-11","Mg_ug_mL",2
"334",334,"PhIr2022-44",11,"July",2022,"12:12","acidic tundra","Hydric",3,10,"2022-07-11","Mn_ug_mL",12.4
"335",335,"PhIr2022-44",11,"July",2022,"12:12","acidic tundra","Hydric",3,10,"2022-07-11","Na_ug_mL",0.28
"336",336,"PhIr2022-44",11,"July",2022,"12:12","acidic tundra","Hydric",3,10,"2022-07-11","P_ug_mL",0.005
"337",337,"PhIr2022-45",12,"July",2022,"11:07","non-acidic tundra","Dry",2,20,"2022-07-12","Al_ug_mL",0.07
"338",338,"PhIr2022-45",12,"July",2022,"11:07","non-acidic tundra","Dry",2,20,"2022-07-12","Ca_ug_mL",8.6
"339",339,"PhIr2022-45",12,"July",2022,"11:07","non-acidic tundra","Dry",2,20,"2022-07-12","Fe_ug_mL",0.04
"340",340,"PhIr2022-45",12,"July",2022,"11:07","non-acidic tundra","Dry",2,20,"2022-07-12","K_ug_mL",0.09
"341",341,"PhIr2022-45",12,"July",2022,"11:07","non-acidic tundra","Dry",2,20,"2022-07-12","Mg_ug_mL",1
"342",342,"PhIr2022-45",12,"July",2022,"11:07","non-acidic tundra","Dry",2,20,"2022-07-12","Mn_ug_mL",0.03
"343",343,"PhIr2022-45",12,"July",2022,"11:07","non-acidic tundra","Dry",2,20,"2022-07-12","Na_ug_mL",0.15
"344",344,"PhIr2022-45",12,"July",2022,"11:07","non-acidic tundra","Dry",2,20,"2022-07-12","P_ug_mL",0.01
"345",345,"PhIr2022-46",12,"July",2022,"13:00","non-acidic tundra","Mesic",1,20,"2022-07-12","Al_ug_mL",0.05
"346",346,"PhIr2022-46",12,"July",2022,"13:00","non-acidic tundra","Mesic",1,20,"2022-07-12","Ca_ug_mL",14.5
"347",347,"PhIr2022-46",12,"July",2022,"13:00","non-acidic tundra","Mesic",1,20,"2022-07-12","Fe_ug_mL",0.03
"348",348,"PhIr2022-46",12,"July",2022,"13:00","non-acidic tundra","Mesic",1,20,"2022-07-12","K_ug_mL",0.07
"349",349,"PhIr2022-46",12,"July",2022,"13:00","non-acidic tundra","Mesic",1,20,"2022-07-12","Mg_ug_mL",1.9
"350",350,"PhIr2022-46",12,"July",2022,"13:00","non-acidic tundra","Mesic",1,20,"2022-07-12","Mn_ug_mL",0.13
"351",351,"PhIr2022-46",12,"July",2022,"13:00","non-acidic tundra","Mesic",1,20,"2022-07-12","Na_ug_mL",0.23
"352",352,"PhIr2022-46",12,"July",2022,"13:00","non-acidic tundra","Mesic",1,20,"2022-07-12","P_ug_mL",0.005
"353",353,"PhIr2022-47",12,"July",2022,"12:17","non-acidic tundra","Mesic",2,0,"2022-07-12","Al_ug_mL",0.05
"354",354,"PhIr2022-47",12,"July",2022,"12:17","non-acidic tundra","Mesic",2,0,"2022-07-12","Ca_ug_mL",6.75
"355",355,"PhIr2022-47",12,"July",2022,"12:17","non-acidic tundra","Mesic",2,0,"2022-07-12","Fe_ug_mL",0.06
"356",356,"PhIr2022-47",12,"July",2022,"12:17","non-acidic tundra","Mesic",2,0,"2022-07-12","K_ug_mL",0.07
"357",357,"PhIr2022-47",12,"July",2022,"12:17","non-acidic tundra","Mesic",2,0,"2022-07-12","Mg_ug_mL",0.85
"358",358,"PhIr2022-47",12,"July",2022,"12:17","non-acidic tundra","Mesic",2,0,"2022-07-12","Mn_ug_mL",0.003
"359",359,"PhIr2022-47",12,"July",2022,"12:17","non-acidic tundra","Mesic",2,0,"2022-07-12","Na_ug_mL",0.21
"360",360,"PhIr2022-47",12,"July",2022,"12:17","non-acidic tundra","Mesic",2,0,"2022-07-12","P_ug_mL",0.005
"361",361,"PhIr2022-48",12,"July",2022,"12:41","non-acidic tundra","Mesic",2,10,"2022-07-12","Al_ug_mL",0.03
"362",362,"PhIr2022-48",12,"July",2022,"12:41","non-acidic tundra","Mesic",2,10,"2022-07-12","Ca_ug_mL",7.21
"363",363,"PhIr2022-48",12,"July",2022,"12:41","non-acidic tundra","Mesic",2,10,"2022-07-12","Fe_ug_mL",0.03
"364",364,"PhIr2022-48",12,"July",2022,"12:41","non-acidic tundra","Mesic",2,10,"2022-07-12","K_ug_mL",0.06
"365",365,"PhIr2022-48",12,"July",2022,"12:41","non-acidic tundra","Mesic",2,10,"2022-07-12","Mg_ug_mL",0.94
"366",366,"PhIr2022-48",12,"July",2022,"12:41","non-acidic tundra","Mesic",2,10,"2022-07-12","Mn_ug_mL",0.01
"367",367,"PhIr2022-48",12,"July",2022,"12:41","non-acidic tundra","Mesic",2,10,"2022-07-12","Na_ug_mL",0.13
"368",368,"PhIr2022-48",12,"July",2022,"12:41","non-acidic tundra","Mesic",2,10,"2022-07-12","P_ug_mL",0.005
"369",369,"PhIr2022-49",12,"July",2022,"13:17","non-acidic tundra","Mesic",2,20,"2022-07-12","Al_ug_mL",0.07
"370",370,"PhIr2022-49",12,"July",2022,"13:17","non-acidic tundra","Mesic",2,20,"2022-07-12","Ca_ug_mL",6.91
"371",371,"PhIr2022-49",12,"July",2022,"13:17","non-acidic tundra","Mesic",2,20,"2022-07-12","Fe_ug_mL",0.26
"372",372,"PhIr2022-49",12,"July",2022,"13:17","non-acidic tundra","Mesic",2,20,"2022-07-12","K_ug_mL",0.12
"373",373,"PhIr2022-49",12,"July",2022,"13:17","non-acidic tundra","Mesic",2,20,"2022-07-12","Mg_ug_mL",0.96
"374",374,"PhIr2022-49",12,"July",2022,"13:17","non-acidic tundra","Mesic",2,20,"2022-07-12","Mn_ug_mL",0.19
"375",375,"PhIr2022-49",12,"July",2022,"13:17","non-acidic tundra","Mesic",2,20,"2022-07-12","Na_ug_mL",0.2
"376",376,"PhIr2022-49",12,"July",2022,"13:17","non-acidic tundra","Mesic",2,20,"2022-07-12","P_ug_mL",0.01
"377",377,"PhIr2022-50",12,"July",2022,"12:28","non-acidic tundra","Mesic",3,0,"2022-07-12","Al_ug_mL",0.05
"378",378,"PhIr2022-50",12,"July",2022,"12:28","non-acidic tundra","Mesic",3,0,"2022-07-12","Ca_ug_mL",8.81
"379",379,"PhIr2022-50",12,"July",2022,"12:28","non-acidic tundra","Mesic",3,0,"2022-07-12","Fe_ug_mL",0.04
"380",380,"PhIr2022-50",12,"July",2022,"12:28","non-acidic tundra","Mesic",3,0,"2022-07-12","K_ug_mL",0.05
"381",381,"PhIr2022-50",12,"July",2022,"12:28","non-acidic tundra","Mesic",3,0,"2022-07-12","Mg_ug_mL",1.13
"382",382,"PhIr2022-50",12,"July",2022,"12:28","non-acidic tundra","Mesic",3,0,"2022-07-12","Mn_ug_mL",0.003
"383",383,"PhIr2022-50",12,"July",2022,"12:28","non-acidic tundra","Mesic",3,0,"2022-07-12","Na_ug_mL",0.18
"384",384,"PhIr2022-50",12,"July",2022,"12:28","non-acidic tundra","Mesic",3,0,"2022-07-12","P_ug_mL",0.005
"385",385,"PhIr2022-51",12,"July",2022,"12:50","non-acidic tundra","Mesic",3,10,"2022-07-12","Al_ug_mL",0.04
"386",386,"PhIr2022-51",12,"July",2022,"12:50","non-acidic tundra","Mesic",3,10,"2022-07-12","Ca_ug_mL",7.38
"387",387,"PhIr2022-51",12,"July",2022,"12:50","non-acidic tundra","Mesic",3,10,"2022-07-12","Fe_ug_mL",0.03
"388",388,"PhIr2022-51",12,"July",2022,"12:50","non-acidic tundra","Mesic",3,10,"2022-07-12","K_ug_mL",0.03
"389",389,"PhIr2022-51",12,"July",2022,"12:50","non-acidic tundra","Mesic",3,10,"2022-07-12","Mg_ug_mL",0.94
"390",390,"PhIr2022-51",12,"July",2022,"12:50","non-acidic tundra","Mesic",3,10,"2022-07-12","Mn_ug_mL",0.01
"391",391,"PhIr2022-51",12,"July",2022,"12:50","non-acidic tundra","Mesic",3,10,"2022-07-12","Na_ug_mL",0.14
"392",392,"PhIr2022-51",12,"July",2022,"12:50","non-acidic tundra","Mesic",3,10,"2022-07-12","P_ug_mL",0.005
"393",393,"PhIr2022-52",12,"July",2022,"13:10","non-acidic tundra","Mesic",3,20,"2022-07-12","Al_ug_mL",0.08
"394",394,"PhIr2022-52",12,"July",2022,"13:10","non-acidic tundra","Mesic",3,20,"2022-07-12","Ca_ug_mL",7.29
"395",395,"PhIr2022-52",12,"July",2022,"13:10","non-acidic tundra","Mesic",3,20,"2022-07-12","Fe_ug_mL",0.2
"396",396,"PhIr2022-52",12,"July",2022,"13:10","non-acidic tundra","Mesic",3,20,"2022-07-12","K_ug_mL",0.1
"397",397,"PhIr2022-52",12,"July",2022,"13:10","non-acidic tundra","Mesic",3,20,"2022-07-12","Mg_ug_mL",0.96
"398",398,"PhIr2022-52",12,"July",2022,"13:10","non-acidic tundra","Mesic",3,20,"2022-07-12","Mn_ug_mL",0.92
"399",399,"PhIr2022-52",12,"July",2022,"13:10","non-acidic tundra","Mesic",3,20,"2022-07-12","Na_ug_mL",0.16
"400",400,"PhIr2022-52",12,"July",2022,"13:10","non-acidic tundra","Mesic",3,20,"2022-07-12","P_ug_mL",0.01
"401",401,"PhIr2022-53",12,"July",2022,"13:50","non-acidic tundra","Hydric",1,0,"2022-07-12","Al_ug_mL",0.02
"402",402,"PhIr2022-53",12,"July",2022,"13:50","non-acidic tundra","Hydric",1,0,"2022-07-12","Ca_ug_mL",30.2
"403",403,"PhIr2022-53",12,"July",2022,"13:50","non-acidic tundra","Hydric",1,0,"2022-07-12","Fe_ug_mL",0.43
"404",404,"PhIr2022-53",12,"July",2022,"13:50","non-acidic tundra","Hydric",1,0,"2022-07-12","K_ug_mL",0.13
"405",405,"PhIr2022-53",12,"July",2022,"13:50","non-acidic tundra","Hydric",1,0,"2022-07-12","Mg_ug_mL",4.14
"406",406,"PhIr2022-53",12,"July",2022,"13:50","non-acidic tundra","Hydric",1,0,"2022-07-12","Mn_ug_mL",0.07
"407",407,"PhIr2022-53",12,"July",2022,"13:50","non-acidic tundra","Hydric",1,0,"2022-07-12","Na_ug_mL",0.56
"408",408,"PhIr2022-53",12,"July",2022,"13:50","non-acidic tundra","Hydric",1,0,"2022-07-12","P_ug_mL",0.005
"409",409,"PhIr2022-54",12,"July",2022,"14:14","non-acidic tundra","Hydric",1,10,"2022-07-12","Al_ug_mL",0.01
"410",410,"PhIr2022-54",12,"July",2022,"14:14","non-acidic tundra","Hydric",1,10,"2022-07-12","Ca_ug_mL",35.8
"411",411,"PhIr2022-54",12,"July",2022,"14:14","non-acidic tundra","Hydric",1,10,"2022-07-12","Fe_ug_mL",0.54
"412",412,"PhIr2022-54",12,"July",2022,"14:14","non-acidic tundra","Hydric",1,10,"2022-07-12","K_ug_mL",0.12
