"","X","SampleID","day","month","year","Time","Area","Site","Plot","Depth_cm","date","ICP","concentration"
"413",413,"PhIr2022-54",12,"July",2022,"14:14","non-acidic tundra","Hydric",1,10,"2022-07-12","Mg_ug_mL",4.73
"414",414,"PhIr2022-54",12,"July",2022,"14:14","non-acidic tundra","Hydric",1,10,"2022-07-12","Mn_ug_mL",0.07
"415",415,"PhIr2022-54",12,"July",2022,"14:14","non-acidic tundra","Hydric",1,10,"2022-07-12","Na_ug_mL",0.35
"416",416,"PhIr2022-54",12,"July",2022,"14:14","non-acidic tundra","Hydric",1,10,"2022-07-12","P_ug_mL",0.005
"417",417,"PhIr2022-55",12,"July",2022,"14:31","non-acidic tundra","Hydric",1,20,"2022-07-12","Al_ug_mL",1.78
"418",418,"PhIr2022-55",12,"July",2022,"14:31","non-acidic tundra","Hydric",1,20,"2022-07-12","Ca_ug_mL",33.2
"419",419,"PhIr2022-55",12,"July",2022,"14:31","non-acidic tundra","Hydric",1,20,"2022-07-12","Fe_ug_mL",1.21
"420",420,"PhIr2022-55",12,"July",2022,"14:31","non-acidic tundra","Hydric",1,20,"2022-07-12","K_ug_mL",2.47
"421",421,"PhIr2022-55",12,"July",2022,"14:31","non-acidic tundra","Hydric",1,20,"2022-07-12","Mg_ug_mL",4.34
"422",422,"PhIr2022-55",12,"July",2022,"14:31","non-acidic tundra","Hydric",1,20,"2022-07-12","Mn_ug_mL",0.23
"423",423,"PhIr2022-55",12,"July",2022,"14:31","non-acidic tundra","Hydric",1,20,"2022-07-12","Na_ug_mL",1.4
"424",424,"PhIr2022-55",12,"July",2022,"14:31","non-acidic tundra","Hydric",1,20,"2022-07-12","P_ug_mL",0.03
"425",425,"PhIr2022-56",12,"July",2022,"13:57","non-acidic tundra","Hydric",2,0,"2022-07-12","Al_ug_mL",0.03
"426",426,"PhIr2022-56",12,"July",2022,"13:57","non-acidic tundra","Hydric",2,0,"2022-07-12","Ca_ug_mL",11.3
"427",427,"PhIr2022-56",12,"July",2022,"13:57","non-acidic tundra","Hydric",2,0,"2022-07-12","Fe_ug_mL",0.13
"428",428,"PhIr2022-56",12,"July",2022,"13:57","non-acidic tundra","Hydric",2,0,"2022-07-12","K_ug_mL",0.06
"429",429,"PhIr2022-56",12,"July",2022,"13:57","non-acidic tundra","Hydric",2,0,"2022-07-12","Mg_ug_mL",1.55
"430",430,"PhIr2022-56",12,"July",2022,"13:57","non-acidic tundra","Hydric",2,0,"2022-07-12","Mn_ug_mL",0.04
"431",431,"PhIr2022-56",12,"July",2022,"13:57","non-acidic tundra","Hydric",2,0,"2022-07-12","Na_ug_mL",0.2
"432",432,"PhIr2022-56",12,"July",2022,"13:57","non-acidic tundra","Hydric",2,0,"2022-07-12","P_ug_mL",0.005
"433",433,"PhIr2022-57",12,"July",2022,"14:20","non-acidic tundra","Hydric",2,10,"2022-07-12","Al_ug_mL",0.01
"434",434,"PhIr2022-57",12,"July",2022,"14:20","non-acidic tundra","Hydric",2,10,"2022-07-12","Ca_ug_mL",20.5
"435",435,"PhIr2022-57",12,"July",2022,"14:20","non-acidic tundra","Hydric",2,10,"2022-07-12","Fe_ug_mL",0.09
"436",436,"PhIr2022-57",12,"July",2022,"14:20","non-acidic tundra","Hydric",2,10,"2022-07-12","K_ug_mL",0.05
"437",437,"PhIr2022-57",12,"July",2022,"14:20","non-acidic tundra","Hydric",2,10,"2022-07-12","Mg_ug_mL",2.3
"438",438,"PhIr2022-57",12,"July",2022,"14:20","non-acidic tundra","Hydric",2,10,"2022-07-12","Mn_ug_mL",0.19
"439",439,"PhIr2022-57",12,"July",2022,"14:20","non-acidic tundra","Hydric",2,10,"2022-07-12","Na_ug_mL",0.25
"440",440,"PhIr2022-57",12,"July",2022,"14:20","non-acidic tundra","Hydric",2,10,"2022-07-12","P_ug_mL",0.005
"441",441,"PhIr2022-58",12,"July",2022,"14:36","non-acidic tundra","Hydric",2,20,"2022-07-12","Al_ug_mL",1.01
"442",442,"PhIr2022-58",12,"July",2022,"14:36","non-acidic tundra","Hydric",2,20,"2022-07-12","Ca_ug_mL",18.8
"443",443,"PhIr2022-58",12,"July",2022,"14:36","non-acidic tundra","Hydric",2,20,"2022-07-12","Fe_ug_mL",0.7
"444",444,"PhIr2022-58",12,"July",2022,"14:36","non-acidic tundra","Hydric",2,20,"2022-07-12","K_ug_mL",1.26
"445",445,"PhIr2022-58",12,"July",2022,"14:36","non-acidic tundra","Hydric",2,20,"2022-07-12","Mg_ug_mL",2.11
"446",446,"PhIr2022-58",12,"July",2022,"14:36","non-acidic tundra","Hydric",2,20,"2022-07-12","Mn_ug_mL",0.15
"447",447,"PhIr2022-58",12,"July",2022,"14:36","non-acidic tundra","Hydric",2,20,"2022-07-12","Na_ug_mL",0.81
"448",448,"PhIr2022-58",12,"July",2022,"14:36","non-acidic tundra","Hydric",2,20,"2022-07-12","P_ug_mL",0.01
"449",449,"PhIr2022-59",12,"July",2022,"14:05","non-acidic tundra","Hydric",3,0,"2022-07-12","Al_ug_mL",1.12
"450",450,"PhIr2022-59",12,"July",2022,"14:05","non-acidic tundra","Hydric",3,0,"2022-07-12","Ca_ug_mL",32.7
"451",451,"PhIr2022-59",12,"July",2022,"14:05","non-acidic tundra","Hydric",3,0,"2022-07-12","Fe_ug_mL",3.35
"452",452,"PhIr2022-59",12,"July",2022,"14:05","non-acidic tundra","Hydric",3,0,"2022-07-12","K_ug_mL",1.78
"453",453,"PhIr2022-59",12,"July",2022,"14:05","non-acidic tundra","Hydric",3,0,"2022-07-12","Mg_ug_mL",4.24
"454",454,"PhIr2022-59",12,"July",2022,"14:05","non-acidic tundra","Hydric",3,0,"2022-07-12","Mn_ug_mL",0.22
"455",455,"PhIr2022-59",12,"July",2022,"14:05","non-acidic tundra","Hydric",3,0,"2022-07-12","Na_ug_mL",1.18
"456",456,"PhIr2022-59",12,"July",2022,"14:05","non-acidic tundra","Hydric",3,0,"2022-07-12","P_ug_mL",0.02
"457",457,"PhIr2022-60",12,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-12","Al_ug_mL",0.01
"458",458,"PhIr2022-60",12,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-12","Ca_ug_mL",42
"459",459,"PhIr2022-60",12,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-12","Fe_ug_mL",1.6
"460",460,"PhIr2022-60",12,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-12","K_ug_mL",0.06
"461",461,"PhIr2022-60",12,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-12","Mg_ug_mL",5.54
"462",462,"PhIr2022-60",12,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-12","Mn_ug_mL",0.2
"463",463,"PhIr2022-60",12,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-12","Na_ug_mL",0.37
"464",464,"PhIr2022-60",12,"July",2022,"14:25","non-acidic tundra","Hydric",3,10,"2022-07-12","P_ug_mL",0.005
"465",465,"PhIr2022-61",12,"July",2022,"14:41","non-acidic tundra","Hydric",3,20,"2022-07-12","Al_ug_mL",0.01
"466",466,"PhIr2022-61",12,"July",2022,"14:41","non-acidic tundra","Hydric",3,20,"2022-07-12","Ca_ug_mL",37.5
"467",467,"PhIr2022-61",12,"July",2022,"14:41","non-acidic tundra","Hydric",3,20,"2022-07-12","Fe_ug_mL",1.49
"468",468,"PhIr2022-61",12,"July",2022,"14:41","non-acidic tundra","Hydric",3,20,"2022-07-12","K_ug_mL",0.04
"469",469,"PhIr2022-61",12,"July",2022,"14:41","non-acidic tundra","Hydric",3,20,"2022-07-12","Mg_ug_mL",5.45
"470",470,"PhIr2022-61",12,"July",2022,"14:41","non-acidic tundra","Hydric",3,20,"2022-07-12","Mn_ug_mL",0.14
"471",471,"PhIr2022-61",12,"July",2022,"14:41","non-acidic tundra","Hydric",3,20,"2022-07-12","Na_ug_mL",0.63
"472",472,"PhIr2022-61",12,"July",2022,"14:41","non-acidic tundra","Hydric",3,20,"2022-07-12","P_ug_mL",0.005
"473",473,"PhIr2022-62",12,"July",2022,"14:53","non-acidic tundra","Hydric",3,40,"2022-07-12","Al_ug_mL",0.74
"474",474,"PhIr2022-62",12,"July",2022,"14:53","non-acidic tundra","Hydric",3,40,"2022-07-12","Ca_ug_mL",40
"475",475,"PhIr2022-62",12,"July",2022,"14:53","non-acidic tundra","Hydric",3,40,"2022-07-12","Fe_ug_mL",5.35
"476",476,"PhIr2022-62",12,"July",2022,"14:53","non-acidic tundra","Hydric",3,40,"2022-07-12","K_ug_mL",1.33
"477",477,"PhIr2022-62",12,"July",2022,"14:53","non-acidic tundra","Hydric",3,40,"2022-07-12","Mg_ug_mL",3.95
"478",478,"PhIr2022-62",12,"July",2022,"14:53","non-acidic tundra","Hydric",3,40,"2022-07-12","Mn_ug_mL",1.47
"479",479,"PhIr2022-62",12,"July",2022,"14:53","non-acidic tundra","Hydric",3,40,"2022-07-12","Na_ug_mL",1.11
"480",480,"PhIr2022-62",12,"July",2022,"14:53","non-acidic tundra","Hydric",3,40,"2022-07-12","P_ug_mL",0.02
"481",481,"PhIr2022-63",18,"July",2022,"13:05","acidic tundra","Dry",1,10,"2022-07-18","Al_ug_mL",0.28
"482",482,"PhIr2022-63",18,"July",2022,"13:05","acidic tundra","Dry",1,10,"2022-07-18","Ca_ug_mL",8.03
"483",483,"PhIr2022-63",18,"July",2022,"13:05","acidic tundra","Dry",1,10,"2022-07-18","Fe_ug_mL",0.22
"484",484,"PhIr2022-63",18,"July",2022,"13:05","acidic tundra","Dry",1,10,"2022-07-18","K_ug_mL",0.43
"485",485,"PhIr2022-63",18,"July",2022,"13:05","acidic tundra","Dry",1,10,"2022-07-18","Mg_ug_mL",1.13
"486",486,"PhIr2022-63",18,"July",2022,"13:05","acidic tundra","Dry",1,10,"2022-07-18","Mn_ug_mL",0.04
"487",487,"PhIr2022-63",18,"July",2022,"13:05","acidic tundra","Dry",1,10,"2022-07-18","Na_ug_mL",0.37
"488",488,"PhIr2022-63",18,"July",2022,"13:05","acidic tundra","Dry",1,10,"2022-07-18","P_ug_mL",0.01
"489",489,"PhIr2022-64",18,"July",2022,"11:18","acidic tundra","Dry",3,20,"2022-07-18","Al_ug_mL",0.51
"490",490,"PhIr2022-64",18,"July",2022,"11:18","acidic tundra","Dry",3,20,"2022-07-18","Ca_ug_mL",3.96
"491",491,"PhIr2022-64",18,"July",2022,"11:18","acidic tundra","Dry",3,20,"2022-07-18","Fe_ug_mL",0.51
"492",492,"PhIr2022-64",18,"July",2022,"11:18","acidic tundra","Dry",3,20,"2022-07-18","K_ug_mL",0.14
"493",493,"PhIr2022-64",18,"July",2022,"11:18","acidic tundra","Dry",3,20,"2022-07-18","Mg_ug_mL",0.75
"494",494,"PhIr2022-64",18,"July",2022,"11:18","acidic tundra","Dry",3,20,"2022-07-18","Mn_ug_mL",0.02
"495",495,"PhIr2022-64",18,"July",2022,"11:18","acidic tundra","Dry",3,20,"2022-07-18","Na_ug_mL",0.21
"496",496,"PhIr2022-64",18,"July",2022,"11:18","acidic tundra","Dry",3,20,"2022-07-18","P_ug_mL",0.01
"497",497,"PhIr2022-65",18,"July",2022,"12:00","acidic tundra","Mesic",1,10,"2022-07-18","Al_ug_mL",0.52
"498",498,"PhIr2022-65",18,"July",2022,"12:00","acidic tundra","Mesic",1,10,"2022-07-18","Ca_ug_mL",3.17
"499",499,"PhIr2022-65",18,"July",2022,"12:00","acidic tundra","Mesic",1,10,"2022-07-18","Fe_ug_mL",0.19
"500",500,"PhIr2022-65",18,"July",2022,"12:00","acidic tundra","Mesic",1,10,"2022-07-18","K_ug_mL",0.72
"501",501,"PhIr2022-65",18,"July",2022,"12:00","acidic tundra","Mesic",1,10,"2022-07-18","Mg_ug_mL",0.74
"502",502,"PhIr2022-65",18,"July",2022,"12:00","acidic tundra","Mesic",1,10,"2022-07-18","Mn_ug_mL",0.11
"503",503,"PhIr2022-65",18,"July",2022,"12:00","acidic tundra","Mesic",1,10,"2022-07-18","Na_ug_mL",0.36
"504",504,"PhIr2022-65",18,"July",2022,"12:00","acidic tundra","Mesic",1,10,"2022-07-18","P_ug_mL",0.01
"505",505,"PhIr2022-66",18,"July",2022,"12:08","acidic tundra","Mesic",2,10,"2022-07-18","Al_ug_mL",0.3
"506",506,"PhIr2022-66",18,"July",2022,"12:08","acidic tundra","Mesic",2,10,"2022-07-18","Ca_ug_mL",2.43
"507",507,"PhIr2022-66",18,"July",2022,"12:08","acidic tundra","Mesic",2,10,"2022-07-18","Fe_ug_mL",0.28
"508",508,"PhIr2022-66",18,"July",2022,"12:08","acidic tundra","Mesic",2,10,"2022-07-18","K_ug_mL",0.17
"509",509,"PhIr2022-66",18,"July",2022,"12:08","acidic tundra","Mesic",2,10,"2022-07-18","Mg_ug_mL",0.61
"510",510,"PhIr2022-66",18,"July",2022,"12:08","acidic tundra","Mesic",2,10,"2022-07-18","Mn_ug_mL",0.08
"511",511,"PhIr2022-66",18,"July",2022,"12:08","acidic tundra","Mesic",2,10,"2022-07-18","Na_ug_mL",0.21
"512",512,"PhIr2022-66",18,"July",2022,"12:08","acidic tundra","Mesic",2,10,"2022-07-18","P_ug_mL",0.005
"513",513,"PhIr2022-67",18,"July",2022,"14:44","acidic tundra","Hydric",1,0,"2022-07-18","Al_ug_mL",0.29
"514",514,"PhIr2022-67",18,"July",2022,"14:44","acidic tundra","Hydric",1,0,"2022-07-18","Ca_ug_mL",2.4
"515",515,"PhIr2022-67",18,"July",2022,"14:44","acidic tundra","Hydric",1,0,"2022-07-18","Fe_ug_mL",0.24
"516",516,"PhIr2022-67",18,"July",2022,"14:44","acidic tundra","Hydric",1,0,"2022-07-18","K_ug_mL",0.14
"517",517,"PhIr2022-67",18,"July",2022,"14:44","acidic tundra","Hydric",1,0,"2022-07-18","Mg_ug_mL",0.6
"518",518,"PhIr2022-67",18,"July",2022,"14:44","acidic tundra","Hydric",1,0,"2022-07-18","Mn_ug_mL",0.08
"519",519,"PhIr2022-67",18,"July",2022,"14:44","acidic tundra","Hydric",1,0,"2022-07-18","Na_ug_mL",0.28
"520",520,"PhIr2022-67",18,"July",2022,"14:44","acidic tundra","Hydric",1,0,"2022-07-18","P_ug_mL",0.005
"521",521,"PhIr2022-68",18,"July",2022,"14:38","acidic tundra","Hydric",1,10,"2022-07-18","Al_ug_mL",0.39
"522",522,"PhIr2022-68",18,"July",2022,"14:38","acidic tundra","Hydric",1,10,"2022-07-18","Ca_ug_mL",2.03
"523",523,"PhIr2022-68",18,"July",2022,"14:38","acidic tundra","Hydric",1,10,"2022-07-18","Fe_ug_mL",3.36
"524",524,"PhIr2022-68",18,"July",2022,"14:38","acidic tundra","Hydric",1,10,"2022-07-18","K_ug_mL",0.06
"525",525,"PhIr2022-68",18,"July",2022,"14:38","acidic tundra","Hydric",1,10,"2022-07-18","Mg_ug_mL",0.56
"526",526,"PhIr2022-68",18,"July",2022,"14:38","acidic tundra","Hydric",1,10,"2022-07-18","Mn_ug_mL",0.3
"527",527,"PhIr2022-68",18,"July",2022,"14:38","acidic tundra","Hydric",1,10,"2022-07-18","Na_ug_mL",0.21
"528",528,"PhIr2022-68",18,"July",2022,"14:38","acidic tundra","Hydric",1,10,"2022-07-18","P_ug_mL",0.01
"529",529,"PhIr2022-69",18,"July",2022,"14:26","acidic tundra","Hydric",1,20,"2022-07-18","Al_ug_mL",0.27
"530",530,"PhIr2022-69",18,"July",2022,"14:26","acidic tundra","Hydric",1,20,"2022-07-18","Ca_ug_mL",1.39
"531",531,"PhIr2022-69",18,"July",2022,"14:26","acidic tundra","Hydric",1,20,"2022-07-18","Fe_ug_mL",1.41
"532",532,"PhIr2022-69",18,"July",2022,"14:26","acidic tundra","Hydric",1,20,"2022-07-18","K_ug_mL",0.05
"533",533,"PhIr2022-69",18,"July",2022,"14:26","acidic tundra","Hydric",1,20,"2022-07-18","Mg_ug_mL",0.38
"534",534,"PhIr2022-69",18,"July",2022,"14:26","acidic tundra","Hydric",1,20,"2022-07-18","Mn_ug_mL",0.11
"535",535,"PhIr2022-69",18,"July",2022,"14:26","acidic tundra","Hydric",1,20,"2022-07-18","Na_ug_mL",0.2
"536",536,"PhIr2022-69",18,"July",2022,"14:26","acidic tundra","Hydric",1,20,"2022-07-18","P_ug_mL",0.01
"537",537,"PhIr2022-70",18,"July",2022,"14:33","acidic tundra","Hydric",2,0,"2022-07-18","Al_ug_mL",0.27
"538",538,"PhIr2022-70",18,"July",2022,"14:33","acidic tundra","Hydric",2,0,"2022-07-18","Ca_ug_mL",3.65
"539",539,"PhIr2022-70",18,"July",2022,"14:33","acidic tundra","Hydric",2,0,"2022-07-18","Fe_ug_mL",0.22
"540",540,"PhIr2022-70",18,"July",2022,"14:33","acidic tundra","Hydric",2,0,"2022-07-18","K_ug_mL",0.18
"541",541,"PhIr2022-70",18,"July",2022,"14:33","acidic tundra","Hydric",2,0,"2022-07-18","Mg_ug_mL",0.69
"542",542,"PhIr2022-70",18,"July",2022,"14:33","acidic tundra","Hydric",2,0,"2022-07-18","Mn_ug_mL",0.09
"543",543,"PhIr2022-70",18,"July",2022,"14:33","acidic tundra","Hydric",2,0,"2022-07-18","Na_ug_mL",0.36
"544",544,"PhIr2022-70",18,"July",2022,"14:33","acidic tundra","Hydric",2,0,"2022-07-18","P_ug_mL",0.01
"545",545,"PhIr2022-71",18,"July",2022,"14:12","acidic tundra","Hydric",2,10,"2022-07-18","Al_ug_mL",1.07
"546",546,"PhIr2022-71",18,"July",2022,"14:12","acidic tundra","Hydric",2,10,"2022-07-18","Ca_ug_mL",6.03
"547",547,"PhIr2022-71",18,"July",2022,"14:12","acidic tundra","Hydric",2,10,"2022-07-18","Fe_ug_mL",2.07
"548",548,"PhIr2022-71",18,"July",2022,"14:12","acidic tundra","Hydric",2,10,"2022-07-18","K_ug_mL",1.29
"549",549,"PhIr2022-71",18,"July",2022,"14:12","acidic tundra","Hydric",2,10,"2022-07-18","Mg_ug_mL",0.95
"550",550,"PhIr2022-71",18,"July",2022,"14:12","acidic tundra","Hydric",2,10,"2022-07-18","Mn_ug_mL",0.49
"551",551,"PhIr2022-71",18,"July",2022,"14:12","acidic tundra","Hydric",2,10,"2022-07-18","Na_ug_mL",0.77
"552",552,"PhIr2022-71",18,"July",2022,"14:12","acidic tundra","Hydric",2,10,"2022-07-18","P_ug_mL",0.02
"553",553,"PhIr2022-72",18,"July",2022,"15:02","acidic tundra","Hydric",2,20,"2022-07-18","Al_ug_mL",0.28
"554",554,"PhIr2022-72",18,"July",2022,"15:02","acidic tundra","Hydric",2,20,"2022-07-18","Ca_ug_mL",3.61
"555",555,"PhIr2022-72",18,"July",2022,"15:02","acidic tundra","Hydric",2,20,"2022-07-18","Fe_ug_mL",0.5
"556",556,"PhIr2022-72",18,"July",2022,"15:02","acidic tundra","Hydric",2,20,"2022-07-18","K_ug_mL",0.13
"557",557,"PhIr2022-72",18,"July",2022,"15:02","acidic tundra","Hydric",2,20,"2022-07-18","Mg_ug_mL",0.68
"558",558,"PhIr2022-72",18,"July",2022,"15:02","acidic tundra","Hydric",2,20,"2022-07-18","Mn_ug_mL",1.18
"559",559,"PhIr2022-72",18,"July",2022,"15:02","acidic tundra","Hydric",2,20,"2022-07-18","Na_ug_mL",0.42
"560",560,"PhIr2022-72",18,"July",2022,"15:02","acidic tundra","Hydric",2,20,"2022-07-18","P_ug_mL",0.01
"561",561,"PhIr2022-73",18,"July",2022,"14:13","acidic tundra","Hydric",3,0,"2022-07-18","Al_ug_mL",0.38
"562",562,"PhIr2022-73",18,"July",2022,"14:13","acidic tundra","Hydric",3,0,"2022-07-18","Ca_ug_mL",6.67
"563",563,"PhIr2022-73",18,"July",2022,"14:13","acidic tundra","Hydric",3,0,"2022-07-18","Fe_ug_mL",0.33
"564",564,"PhIr2022-73",18,"July",2022,"14:13","acidic tundra","Hydric",3,0,"2022-07-18","K_ug_mL",0.58
"565",565,"PhIr2022-73",18,"July",2022,"14:13","acidic tundra","Hydric",3,0,"2022-07-18","Mg_ug_mL",1.49
"566",566,"PhIr2022-73",18,"July",2022,"14:13","acidic tundra","Hydric",3,0,"2022-07-18","Mn_ug_mL",1.48
"567",567,"PhIr2022-73",18,"July",2022,"14:13","acidic tundra","Hydric",3,0,"2022-07-18","Na_ug_mL",0.33
"568",568,"PhIr2022-73",18,"July",2022,"14:13","acidic tundra","Hydric",3,0,"2022-07-18","P_ug_mL",0.03
"569",569,"PhIr2022-74",18,"July",2022,"14:57","acidic tundra","Hydric",3,10,"2022-07-18","Al_ug_mL",0.6
"570",570,"PhIr2022-74",18,"July",2022,"14:57","acidic tundra","Hydric",3,10,"2022-07-18","Ca_ug_mL",9.59
"571",571,"PhIr2022-74",18,"July",2022,"14:57","acidic tundra","Hydric",3,10,"2022-07-18","Fe_ug_mL",15
"572",572,"PhIr2022-74",18,"July",2022,"14:57","acidic tundra","Hydric",3,10,"2022-07-18","K_ug_mL",0.31
"573",573,"PhIr2022-74",18,"July",2022,"14:57","acidic tundra","Hydric",3,10,"2022-07-18","Mg_ug_mL",2.1
"574",574,"PhIr2022-74",18,"July",2022,"14:57","acidic tundra","Hydric",3,10,"2022-07-18","Mn_ug_mL",14.5
"575",575,"PhIr2022-74",18,"July",2022,"14:57","acidic tundra","Hydric",3,10,"2022-07-18","Na_ug_mL",0.26
"576",576,"PhIr2022-74",18,"July",2022,"14:57","acidic tundra","Hydric",3,10,"2022-07-18","P_ug_mL",0.005
"577",577,"PhIr2022-75",19,"July",2022,"10:29","non-acidic tundra","Dry",1,20,"2022-07-19","Al_ug_mL",0.17
"578",578,"PhIr2022-75",19,"July",2022,"10:29","non-acidic tundra","Dry",1,20,"2022-07-19","Ca_ug_mL",12.3
"579",579,"PhIr2022-75",19,"July",2022,"10:29","non-acidic tundra","Dry",1,20,"2022-07-19","Fe_ug_mL",0.09
"580",580,"PhIr2022-75",19,"July",2022,"10:29","non-acidic tundra","Dry",1,20,"2022-07-19","K_ug_mL",0.28
"581",581,"PhIr2022-75",19,"July",2022,"10:29","non-acidic tundra","Dry",1,20,"2022-07-19","Mg_ug_mL",1.69
"582",582,"PhIr2022-75",19,"July",2022,"10:29","non-acidic tundra","Dry",1,20,"2022-07-19","Mn_ug_mL",0.11
"583",583,"PhIr2022-75",19,"July",2022,"10:29","non-acidic tundra","Dry",1,20,"2022-07-19","Na_ug_mL",0.51
"584",584,"PhIr2022-75",19,"July",2022,"10:29","non-acidic tundra","Dry",1,20,"2022-07-19","P_ug_mL",0.005
"585",585,"PhIr2022-76",19,"July",2022,"10:53","non-acidic tundra","Dry",2,20,"2022-07-19","Al_ug_mL",0.12
"586",586,"PhIr2022-76",19,"July",2022,"10:53","non-acidic tundra","Dry",2,20,"2022-07-19","Ca_ug_mL",8.64
"587",587,"PhIr2022-76",19,"July",2022,"10:53","non-acidic tundra","Dry",2,20,"2022-07-19","Fe_ug_mL",0.06
"588",588,"PhIr2022-76",19,"July",2022,"10:53","non-acidic tundra","Dry",2,20,"2022-07-19","K_ug_mL",0.2
"589",589,"PhIr2022-76",19,"July",2022,"10:53","non-acidic tundra","Dry",2,20,"2022-07-19","Mg_ug_mL",1.04
"590",590,"PhIr2022-76",19,"July",2022,"10:53","non-acidic tundra","Dry",2,20,"2022-07-19","Mn_ug_mL",0.01
"591",591,"PhIr2022-76",19,"July",2022,"10:53","non-acidic tundra","Dry",2,20,"2022-07-19","Na_ug_mL",0.22
"592",592,"PhIr2022-76",19,"July",2022,"10:53","non-acidic tundra","Dry",2,20,"2022-07-19","P_ug_mL",0.01
"593",593,"PhIr2022-77",19,"July",2022,"11:53","non-acidic tundra","Mesic",1,20,"2022-07-19","Al_ug_mL",0.07
"594",594,"PhIr2022-77",19,"July",2022,"11:53","non-acidic tundra","Mesic",1,20,"2022-07-19","Ca_ug_mL",15.2
"595",595,"PhIr2022-77",19,"July",2022,"11:53","non-acidic tundra","Mesic",1,20,"2022-07-19","Fe_ug_mL",0.09
"596",596,"PhIr2022-77",19,"July",2022,"11:53","non-acidic tundra","Mesic",1,20,"2022-07-19","K_ug_mL",0.32
"597",597,"PhIr2022-77",19,"July",2022,"11:53","non-acidic tundra","Mesic",1,20,"2022-07-19","Mg_ug_mL",2.04
"598",598,"PhIr2022-77",19,"July",2022,"11:53","non-acidic tundra","Mesic",1,20,"2022-07-19","Mn_ug_mL",0.21
"599",599,"PhIr2022-77",19,"July",2022,"11:53","non-acidic tundra","Mesic",1,20,"2022-07-19","Na_ug_mL",0.4
"600",600,"PhIr2022-77",19,"July",2022,"11:53","non-acidic tundra","Mesic",1,20,"2022-07-19","P_ug_mL",0.01
"601",601,"PhIr2022-78",19,"July",2022,"12:00","non-acidic tundra","Mesic",2,0,"2022-07-19","Al_ug_mL",0.04
"602",602,"PhIr2022-78",19,"July",2022,"12:00","non-acidic tundra","Mesic",2,0,"2022-07-19","Ca_ug_mL",6.35
"603",603,"PhIr2022-78",19,"July",2022,"12:00","non-acidic tundra","Mesic",2,0,"2022-07-19","Fe_ug_mL",0.05
"604",604,"PhIr2022-78",19,"July",2022,"12:00","non-acidic tundra","Mesic",2,0,"2022-07-19","K_ug_mL",0.04
"605",605,"PhIr2022-78",19,"July",2022,"12:00","non-acidic tundra","Mesic",2,0,"2022-07-19","Mg_ug_mL",0.83
"606",606,"PhIr2022-78",19,"July",2022,"12:00","non-acidic tundra","Mesic",2,0,"2022-07-19","Mn_ug_mL",0.003
"607",607,"PhIr2022-78",19,"July",2022,"12:00","non-acidic tundra","Mesic",2,0,"2022-07-19","Na_ug_mL",0.14
"608",608,"PhIr2022-78",19,"July",2022,"12:00","non-acidic tundra","Mesic",2,0,"2022-07-19","P_ug_mL",0.005
"609",609,"PhIr2022-79",19,"July",2022,"11:44","non-acidic tundra","Mesic",2,10,"2022-07-19","Al_ug_mL",0.1
"610",610,"PhIr2022-79",19,"July",2022,"11:44","non-acidic tundra","Mesic",2,10,"2022-07-19","Ca_ug_mL",6.62
"611",611,"PhIr2022-79",19,"July",2022,"11:44","non-acidic tundra","Mesic",2,10,"2022-07-19","Fe_ug_mL",0.05
"612",612,"PhIr2022-79",19,"July",2022,"11:44","non-acidic tundra","Mesic",2,10,"2022-07-19","K_ug_mL",0.16
"613",613,"PhIr2022-79",19,"July",2022,"11:44","non-acidic tundra","Mesic",2,10,"2022-07-19","Mg_ug_mL",0.89
"614",614,"PhIr2022-79",19,"July",2022,"11:44","non-acidic tundra","Mesic",2,10,"2022-07-19","Mn_ug_mL",0.003
"615",615,"PhIr2022-79",19,"July",2022,"11:44","non-acidic tundra","Mesic",2,10,"2022-07-19","Na_ug_mL",0.17
"616",616,"PhIr2022-79",19,"July",2022,"11:44","non-acidic tundra","Mesic",2,10,"2022-07-19","P_ug_mL",0.01
"617",617,"PhIr2022-80",19,"July",2022,"11:56","non-acidic tundra","Mesic",2,20,"2022-07-19","Al_ug_mL",0.1
"618",618,"PhIr2022-80",19,"July",2022,"11:56","non-acidic tundra","Mesic",2,20,"2022-07-19","Ca_ug_mL",7.04
"619",619,"PhIr2022-80",19,"July",2022,"11:56","non-acidic tundra","Mesic",2,20,"2022-07-19","Fe_ug_mL",0.49
"620",620,"PhIr2022-80",19,"July",2022,"11:56","non-acidic tundra","Mesic",2,20,"2022-07-19","K_ug_mL",0.07
"621",621,"PhIr2022-80",19,"July",2022,"11:56","non-acidic tundra","Mesic",2,20,"2022-07-19","Mg_ug_mL",1.02
"622",622,"PhIr2022-80",19,"July",2022,"11:56","non-acidic tundra","Mesic",2,20,"2022-07-19","Mn_ug_mL",0.28
