"","TIMESTAMP","RECORD","site","position","Betterdate","depth","moisture","temp","salinity","n"
"1","6/28/2021 0:01",120,"west","dry","2021-06-28 00:01:00","15",30.88167,1.145684,1042.927,1
"2","6/28/2021 0:16",121,"west","dry","2021-06-28 00:16:00","15",30.90569,1.140521,1043.205,1
"3","6/28/2021 0:31",122,"west","dry","2021-06-28 00:31:00","15",30.92369,1.143884,1043.372,1
"4","6/28/2021 0:46",123,"west","dry","2021-06-28 00:46:00","15",30.94772,1.135593,1044.114,1
"5","6/28/2021 1:01",124,"west","dry","2021-06-28 01:01:00","15",30.97178,1.132231,1044.356,1
"6","6/28/2021 1:16",125,"west","dry","2021-06-28 01:16:00","15",30.98981,1.135593,1044.764,1
"7","6/28/2021 1:31",126,"west","dry","2021-06-28 01:31:00","15",31.00786,1.130548,1044.95,1
"8","6/28/2021 1:46",127,"west","dry","2021-06-28 01:46:00","15",31.03194,1.12214,1045.154,1
"9","6/28/2021 2:01",128,"west","dry","2021-06-28 02:01:00","15",31.05,1.105204,1045.395,1
"10","6/28/2021 2:16",129,"west","dry","2021-06-28 02:16:00","15",31.08009,1.088501,1045.674,1
"11","6/28/2021 2:31",130,"west","dry","2021-06-28 02:31:00","15",31.09817,1.100277,1045.897,1
"12","6/28/2021 2:46",131,"west","dry","2021-06-28 02:46:00","15",31.09817,1.103523,1046.101,1
"13","6/28/2021 3:01",132,"west","dry","2021-06-28 03:01:00","15",31.12832,1.059795,1046.249,1
"14","6/28/2021 3:16",133,"west","dry","2021-06-28 03:16:00","15",31.14641,1.059911,1046.51,1
"15","6/28/2021 3:31",134,"west","dry","2021-06-28 03:31:00","15",31.15245,1.044774,1046.696,1
"16","6/28/2021 3:46",135,"west","dry","2021-06-28 03:46:00","15",31.15848,1.04982,1046.807,1
"17","6/28/2021 4:01",136,"west","dry","2021-06-28 04:01:00","15",31.17658,1.039726,1046.974,1
