sampleID
PhIr2022_1A_10x
PhIr2022_2A
PhIr2022_3A
PhIr2022_4A
PhIr2022_5A
PhIr2022_6A
PhIr2022_7A
PhIr2022_8A
PhIr2022_9A
PhIr2022_10A
PhIr2022_11A
PhIr2022_12A
PhIr2022_13A
PhIr2022_14A
PhIr2022_15A
PhIr2022_16A
PhIr2022_17A
PhIr2022_18A
PhIr2022_19A
PhIr2022_20A
PhIr2022_21A
PhIr2022_22A
PhIr2022_23A
PhIr2022_24A
PhIr2022_25A
PhIr2022_26A
PhIr2022_27A
PhIr2022_28A
PhIr2022_29A
PhIr2022_30A
PhIr2022_31A
PhIr2022_32A
PhIr2022_33A
PhIr2022_34A
PhIr2022_35A
PhIr2022_36A
PhIr2022_37A
PhIr2022_38A
PhIr2022_39A
PhIr2022_40A
PhIr2022_41A
PhIr2022_42A
PhIr2022_43A
PhIr2022_44A
PhIr2022_45A
PhIr2022_46A
PhIr2022_47A
PhIr2022_48A
PhIr2022_49A
PhIr2022_50A
PhIr2022_51A
PhIr2022_52A
PhIr2022_53A
PhIr2022_54A
PhIr2022_55A
PhIr2022_56A
PhIr2022_57A
PhIr2022_58A
PhIr2022_59A
PhIr2022_60A
PhIr2022_61A
PhIr2022_62A
PhIr2022_63A
PhIr2022_64A
PhIr2022_65A
PhIr2022_66A
PhIr2022_67A
PhIr2022_68A
PhIr2022_69A
PhIr2022_70A
PhIr2022_71A
PhIr2022_72A
PhIr2022_73A
PhIr2022_74A
PhIr2022_75A
PhIr2022_76A
PhIr2022_77A
PhIr2022_78A
PhIr2022_79A
PhIr2022_80A
PhIr2022_81A
PhIr2022_82A
PhIr2022_83A
PhIr2022_84A
PhIr2022_85A
PhIr2022_86A
PhIr2022_87A
PhIr2022_88A
PhIr2022_89A
PhIr2022_90A
PhIr2022_91A
PhIr2022_92A
PhIr2022_93A
PhIr2022_94A
PhIr2022_95A
PhIr2022_96A
PhIr2022_97A
PhIr2022_98A
PhIr2022_99A
PhIr2022_100A
PhIr2022_101A
PhIr2022_102A
PhIr2022_103A
PhIr2022_104A
PhIr2022_105A
PhIr2022_106A
PhIr2022_107A
PhIr2022_108A
PhIr2022_109A
PhIr2022_110A
PhIr2022_111A
PhIr2022_112A
PhIr2022_113A
PhIr2022_114A
PhIr2022_115A
PhIr2022_116A
PhIr2022_117A
PhIr2022_118A
PhIr2022_119A
PhIr2022_120A
PhIr2022_121A
PhIr2022_122A
PhIr2022_123A
PhIr2022_124A
PhIr2022_125A
PhIr2022_126A
PhIr2022_127A
PhIr2022_128A
PhIr2022_129A
PhIr2022_130A
PhIr2022_131A
PhIr2022_132A
PhIr2022_133A
PhIr2022_134A
PhIr2022_135A
PhIr2022_136A
PhIr2022_137A
PhIr2022_138A
PhIr2022_139A
PhIr2022_140A
PhIr2022_141A
PhIr2022_142A
PhIr2022_143A
PhIr2022_144A
PhIr2022_145A
PhIr2022_146A
PhIr2022_147A
PhIr2022_148A
PhIr2022_149A
PhIr2022_150A
PhIr2022_151A
PhIr2022_152A
PhIr2022_153A
PhIr2022_154A
PhIr2022_155A
PhIr2022_156A
PhIr2022_157A
PhIr2022_158A
PhIr2022_159A
PhIr2022_160A
PhIr2022_161A
PhIr2022_162A
PhIr2022_163A
PhIr2022_164A
PhIr2022_165A
PhIr2022_166A
PhIr2022_167A
PhIr2022_168A
PhIr2022_169A
PhIr2022_170A
PhIr2022_171A
PhIr2022_172A
PhIr2022_173A
PhIr2022_174A
PhIr2022_175A_10x
PhIr2022_176A
PhIr2022_177A_NOSAMPLE
PhIr2022_178A_10x
PhIr2022_179A_10x
PhIr2022_180A_10x
PhIr2022_181A_10x
PhIr2022_182A_10x
PhIr2022_183A_10x
PhIr2022_184A_10x
PhIr2022_185A_10x
PhIr2022_186A_10x
PhIr2022_187A_10x
PhIr2022_188A_10x
PhIr2022_189A_10x
PhIr2022_190A_10x
PhIr2022_191A_10x
PhIr2022_192A_10x
