"","TIMESTAMP","RECORD","site","position","Betterdate","depth","moisture","temp","salinity","n"
"1","6/28/2021 0:01",138,"west","mesic","2021-06-28 00:01:00","15",47.2114,1.946497,1307.024,1
"2","6/28/2021 0:16",139,"west","mesic","2021-06-28 00:16:00","15",47.21688,1.90808,1308.443,1
"3","6/28/2021 0:31",140,"west","mesic","2021-06-28 00:31:00","15",47.21539,1.900742,1275.81,1
"4","6/28/2021 0:46",141,"west","mesic","2021-06-28 00:46:00","15",47.21389,1.879801,1258.054,1
"5","6/28/2021 1:01",142,"west","mesic","2021-06-28 01:01:00","15",47.21488,1.860726,1285.129,1
"6","6/28/2021 1:16",143,"west","mesic","2021-06-28 01:16:00","15",47.20939,1.862327,1294.094,1
"7","6/28/2021 1:31",144,"west","mesic","2021-06-28 01:31:00","15",47.20491,1.856993,1314.542,1
"8","6/28/2021 1:46",145,"west","mesic","2021-06-28 01:46:00","15",47.20192,1.858328,1304.29,1
"9","6/28/2021 2:01",146,"west","mesic","2021-06-28 02:01:00","15",47.20091,1.848191,1310.738,1
"10","6/28/2021 2:16",147,"west","mesic","2021-06-28 02:16:00","15",47.2044,1.814312,1301.086,1
"11","6/28/2021 2:31",148,"west","mesic","2021-06-28 02:31:00","15",47.22486,1.769097,1292.224,1
"12","6/28/2021 2:46",149,"west","mesic","2021-06-28 02:46:00","15",47.24534,1.687731,1315.438,1
"13","6/28/2021 3:01",150,"west","mesic","2021-06-28 03:01:00","15",47.24683,1.667608,1302.257,1
"14","6/28/2021 3:16",151,"west","mesic","2021-06-28 03:16:00","15",47.23684,1.652265,1258.034,1
"15","6/28/2021 3:31",152,"west","mesic","2021-06-28 03:31:00","15",47.23984,1.653867,1331.647,1
"16","6/28/2021 3:46",153,"west","mesic","2021-06-28 03:46:00","15",47.24034,1.633849,1273.938,1
"17","6/28/2021 4:01",154,"west","mesic","2021-06-28 04:01:00","15",47.25183,1.624918,1244.44,1
"18","6/28/2021 4:16",155,"west","mesic","2021-06-28 04:16:00","15",47.2683,1.581439,1251.902,1
"19","6/28/2021 4:31",156,"west","mesic","2021-06-28 04:31:00","15",47.28479,1.515421,1243.875,1
"20","6/28/2021 4:46",157,"west","mesic","2021-06-28 04:46:00","15",47.29377,1.449795,1261.612,1
"21","6/28/2021 5:01",158,"west","mesic","2021-06-28 05:01:00","15",47.29177,1.444336,1324.891,1
"22","6/28/2021 5:16",159,"west","mesic","2021-06-28 05:16:00","15",47.2778,1.455436,1321.624,1
"23","6/28/2021 5:31",160,"west","mesic","2021-06-28 05:31:00","15",47.25682,1.44876,1317.654,1
"24","6/28/2021 5:46",161,"west","mesic","2021-06-28 05:46:00","15",47.24783,1.453442,1302.899,1
"25","6/28/2021 6:01",162,"west","mesic","2021-06-28 06:01:00","15",47.25482,1.421537,1284.48,1
"26","6/28/2021 6:16",163,"west","mesic","2021-06-28 06:16:00","15",47.26681,1.365792,1336.652,1
"27","6/28/2021 6:31",164,"west","mesic","2021-06-28 06:31:00","15",47.29128,1.310059,1334.423,1
"28","6/28/2021 6:46",165,"west","mesic","2021-06-28 06:46:00","15",47.29627,1.286368,1334.766,1
"29","6/28/2021 7:01",166,"west","mesic","2021-06-28 07:01:00","15",47.29277,1.236647,1328.26,1
"30","6/28/2021 7:16",167,"west","mesic","2021-06-28 07:16:00","15",47.28828,1.237744,1337.958,1
"31","6/28/2021 7:31",168,"west","mesic","2021-06-28 07:31:00","15",47.29277,1.228104,1337.02,1
"32","6/28/2021 7:46",169,"west","mesic","2021-06-28 07:46:00","15",47.28079,1.231319,1338.49,1
"33","6/28/2021 8:01",170,"west","mesic","2021-06-28 08:01:00","15",47.2748,1.237746,1333.798,1
"34","6/28/2021 8:16",171,"west","mesic","2021-06-28 08:16:00","15",47.2743,1.23897,1326.6,1
"35","6/28/2021 8:31",172,"west","mesic","2021-06-28 08:31:00","15",47.26581,1.24379,1326.599,1
