"","TIMESTAMP","RECORD","site","position","Betterdate","depth","moisture","temp","salinity","n"
"1","6/28/2021 0:01",138,"west","mesic","2021-06-28 00:01:00","5",13.05307,8.863834,1053.719,1
"2","6/28/2021 0:16",139,"west","mesic","2021-06-28 00:16:00","5",13.08032,8.619665,1052.976,1
"3","6/28/2021 0:31",140,"west","mesic","2021-06-28 00:31:00","5",13.09532,8.384171,1030.1,1
"4","6/28/2021 0:46",141,"west","mesic","2021-06-28 00:46:00","5",13.12262,8.101233,1016.018,1
"5","6/28/2021 1:01",142,"west","mesic","2021-06-28 01:01:00","5",13.1388,7.796082,1032.66,1
"6","6/28/2021 1:16",143,"west","mesic","2021-06-28 01:16:00","5",13.14335,7.582422,1036.374,1
"7","6/28/2021 1:31",144,"west","mesic","2021-06-28 01:31:00","5",13.15611,7.358985,1047.344,1
"8","6/28/2021 1:46",145,"west","mesic","2021-06-28 01:46:00","5",13.16387,7.167539,1038.641,1
"9","6/28/2021 2:01",146,"west","mesic","2021-06-28 02:01:00","5",13.18372,6.892892,1040.891,1
"10","6/28/2021 2:16",147,"west","mesic","2021-06-28 02:16:00","5",13.19673,6.714817,1033.54,1
"11","6/28/2021 2:31",148,"west","mesic","2021-06-28 02:31:00","5",13.19536,6.682812,1027.809,1
"12","6/28/2021 2:46",149,"west","mesic","2021-06-28 02:46:00","5",13.20816,6.509826,1041.8,1
"13","6/28/2021 3:01",150,"west","mesic","2021-06-28 03:01:00","5",13.19902,6.474064,1031.162,1
"14","6/28/2021 3:16",151,"west","mesic","2021-06-28 03:16:00","5",13.21455,6.315175,1003.426,1
"15","6/28/2021 3:31",152,"west","mesic","2021-06-28 03:31:00","5",13.23216,6.162162,1047.06,1
"16","6/28/2021 3:46",153,"west","mesic","2021-06-28 03:46:00","5",13.22896,6.087089,1011.992,1
"17","6/28/2021 4:01",154,"west","mesic","2021-06-28 04:01:00","5",13.24773,5.972061,995.5291,1
"18","6/28/2021 4:16",155,"west","mesic","2021-06-28 04:16:00","5",13.28462,5.817901,998.0966,1
"19","6/28/2021 4:31",156,"west","mesic","2021-06-28 04:31:00","5",13.27752,5.685586,992.6412,1
"20","6/28/2021 4:46",157,"west","mesic","2021-06-28 04:46:00","5",13.24315,5.668996,1000.778,1
"21","6/28/2021 5:01",158,"west","mesic","2021-06-28 05:01:00","5",13.25963,5.511098,1037.13,1
"22","6/28/2021 5:16",159,"west","mesic","2021-06-28 05:16:00","5",13.28393,5.221562,1033.415,1
"23","6/28/2021 5:31",160,"west","mesic","2021-06-28 05:31:00","5",13.29953,4.982742,1029.062,1
"24","6/28/2021 5:46",161,"west","mesic","2021-06-28 05:46:00","5",13.3055,4.814559,1016.679,1
"25","6/28/2021 6:01",162,"west","mesic","2021-06-28 06:01:00","5",13.33305,4.547501,1006.453,1
"26","6/28/2021 6:16",163,"west","mesic","2021-06-28 06:16:00","5",13.34225,4.449989,1037.341,1
"27","6/28/2021 6:31",164,"west","mesic","2021-06-28 06:31:00","5",13.35282,4.352091,1035.195,1
"28","6/28/2021 6:46",165,"west","mesic","2021-06-28 06:46:00","5",13.35144,4.350309,1035.097,1
"29","6/28/2021 7:01",166,"west","mesic","2021-06-28 07:01:00","5",13.35029,4.299757,1029.16,1
"30","6/28/2021 7:16",167,"west","mesic","2021-06-28 07:16:00","5",13.35719,4.181392,1036.459,1
"31","6/28/2021 7:31",168,"west","mesic","2021-06-28 07:31:00","5",13.35811,4.111287,1035.059,1
"32","6/28/2021 7:46",169,"west","mesic","2021-06-28 07:46:00","5",13.34799,4.135668,1036.393,1
"33","6/28/2021 8:01",170,"west","mesic","2021-06-28 08:01:00","5",13.33857,4.138738,1032.599,1
"34","6/28/2021 8:16",171,"west","mesic","2021-06-28 08:16:00","5",13.33627,4.140274,1027.255,1
"35","6/28/2021 8:31",172,"west","mesic","2021-06-28 08:31:00","5",13.32869,4.140267,1027.342,1
"36","6/28/2021 8:46",173,"west","mesic","2021-06-28 08:46:00","5",13.31927,4.155612,1020.609,1
"37","6/28/2021 9:01",174,"west","mesic","2021-06-28 09:01:00","5",13.3195,4.134134,1023.194,1
"38","6/28/2021 9:16",175,"west","mesic","2021-06-28 09:16:00","5",13.31284,4.18012,1024.118,1
"39","6/28/2021 9:31",176,"west","mesic","2021-06-28 09:31:00","5",13.28599,4.305236,1020.937,1
"40","6/28/2021 9:46",177,"west","mesic","2021-06-28 09:46:00","5",13.27338,4.366691,1012.209,1
"41","6/28/2021 10:01",178,"west","mesic","2021-06-28 10:01:00","5",13.25528,4.53167,1019.329,1
"42","6/28/2021 10:16",179,"west","mesic","2021-06-28 10:16:00","5",13.22164,4.701615,1020.671,1
"43","6/28/2021 10:31",180,"west","mesic","2021-06-28 10:31:00","5",13.19171,4.897076,1025.533,1
"44","6/28/2021 10:46",181,"west","mesic","2021-06-28 10:46:00","5",13.18098,4.990041,1027.264,1
"45","6/28/2021 11:01",182,"west","mesic","2021-06-28 11:01:00","5",13.15178,5.196995,1032.382,1
"46","6/28/2021 11:16",183,"west","mesic","2021-06-28 11:16:00","5",13.1026,5.497643,1001.404,1
"47","6/28/2021 11:31",184,"west","mesic","2021-06-28 11:31:00","5",13.07168,5.679803,1035.663,1
"48","6/28/2021 11:46",185,"west","mesic","2021-06-28 11:46:00","5",13.05784,5.801767,1038.143,1
"49","6/28/2021 12:01",186,"west","mesic","2021-06-28 12:01:00","5",13.01272,6.109285,1041.883,1
"50","6/28/2021 12:16",187,"west","mesic","2021-06-28 12:16:00","5",12.96453,6.505884,1013.594,1
"51","6/28/2021 12:31",188,"west","mesic","2021-06-28 12:31:00","5",12.92908,6.692607,1042.003,1
"52","6/28/2021 12:46",189,"west","mesic","2021-06-28 12:46:00","5",12.94352,6.562753,1044.5,1
"53","6/28/2021 13:01",190,"west","mesic","2021-06-28 13:01:00","5",12.94916,6.496274,1032.255,1
"54","6/28/2021 13:16",191,"west","mesic","2021-06-28 13:16:00","5",12.92253,6.665687,1028.335,1
"55","6/28/2021 13:31",192,"west","mesic","2021-06-28 13:31:00","5",12.91847,6.710874,1026.771,1
"56","6/28/2021 13:46",193,"west","mesic","2021-06-28 13:46:00","5",12.87567,6.997556,1022.707,1
"57","6/28/2021 14:01",194,"west","mesic","2021-06-28 14:01:00","5",12.84058,7.250555,1033.388,1
"58","6/28/2021 14:16",195,"west","mesic","2021-06-28 14:16:00","5",12.79501,7.591084,1044.058,1
"59","6/28/2021 14:31",196,"west","mesic","2021-06-28 14:31:00","5",12.74909,7.997492,1046.908,1
"60","6/28/2021 14:46",197,"west","mesic","2021-06-28 14:46:00","5",12.71578,8.22302,1047.443,2
"61","6/28/2021 15:01",198,"west","mesic","2021-06-28 15:01:00","5",12.64776,8.697392,1033.232,2
"62","6/28/2021 15:16",199,"west","mesic","2021-06-28 15:16:00","5",12.56707,9.26346,1055.324,2
"63","6/28/2021 15:31",200,"west","mesic","2021-06-28 15:31:00","5",12.54976,9.319368,1055.537,2
"64","6/28/2021 15:46",201,"west","mesic","2021-06-28 15:46:00","5",12.57238,9.056563,1055.289,2
"65","6/28/2021 16:01",202,"west","mesic","2021-06-28 16:01:00","5",12.59148,8.849869,1054.723,2
"66","6/28/2021 16:16",203,"west","mesic","2021-06-28 16:16:00","5",12.61993,8.565247,1053.687,2
"67","6/28/2021 16:31",204,"west","mesic","2021-06-28 16:31:00","5",12.65822,8.232984,1048.011,2
"68","6/28/2021 14:46",205,"west","mesic","2021-06-28 14:46:00","5",12.68775,7.903664,1000.365,2
"69","6/28/2021 15:01",206,"west","mesic","2021-06-28 15:01:00","5",12.71153,7.731701,1012.084,2
"70","6/28/2021 15:16",207,"west","mesic","2021-06-28 15:16:00","5",12.73925,7.526322,1031.131,2
"71","6/28/2021 15:31",208,"west","mesic","2021-06-28 15:31:00","5",12.74394,7.482659,1010.31,2
